,photo_id,exif_camera_make,exif_camera_model,exif_iso,exif_focal_length,exif_aperture_value,exif_exposure_time,orientation,iso_noise_bin_label,iso_noise_label,DoF_bin,DoF,exposure_label,focal_label_bin,focal_label
17923,ybmLeNwgvAo,Canon,Canon EOS 5D Mark IV,640,300,6.3,1/4000,1,1,1,1,2,2,1,2
17929,MafkAQBUwew,Canon,Canon EOS 5D Mark III,250,50,4,1/160,1,0,0,1,1,1,0,1
17930,PaUO4kad6gk,NIKON CORPORATION,NIKON D300,200,44,11,1/125,1,0,0,1,2,1,0,1
17933,laG2kmB4Hgc,DJI,FC6520,200,15,1.7,1/500,1,0,0,0,0,2,0,0
17934,5dVC3WO0g0c,SONY,ILCE-6300,800,47,5.6,1/800,1,1,1,1,1,2,0,1
17940,F-2XUv3D4zU,SONY,ILCE-7M2,1600,90,2.8,1/200,1,1,1,0,0,1,1,2
17943,Zn7cmdbansE,Canon,Canon EOS 200D,400,180,5,1/320,1,0,0,1,1,2,1,2
17945,Cl_KDTbxVwA,NIKON CORPORATION,NIKON D3300,100,35,8,1/50,1,0,0,1,2,1,0,0
17946,t8OfFJJBKh8,Canon,Canon EOS 5D Mark IV,100,30,8,13,1,0,0,1,2,0,0,0
17947,XE6Lv_OOT8A,NIKON CORPORATION,NIKON D5200,100,50,2,1/200,1,0,0,0,0,1,0,1
17949,UFrFm0rS3Cs,NIKON CORPORATION,NIKON D7500,100,18,22,1/25,1,0,0,1,2,1,0,0
17951,b6pk1dugR7A,NIKON CORPORATION,NIKON D3300,100,98,7.1,1/40,1,0,0,1,2,1,1,2
17952,t3ofrCzqtes,NIKON CORPORATION,NIKON D750,200,70,2.8,1/160,1,0,0,0,0,1,0,1
17953,xXIRSZmzvU8,NIKON CORPORATION,NIKON Z 50,200,300,5.6,1/4000,1,0,0,1,1,2,1,2
17954,bQATESa8mig,Hasselblad,L1D-20c,100,10.3,3.5,1/50,1,0,0,0,1,1,0,0
17960,lfvGjlQy22E,NIKON CORPORATION,NIKON Z 7,100,85,1.8,1/1000,1,0,0,0,0,2,0,1
17966,2vlCKayU1e4,Canon,Canon EOS 700D,100,39,5,1/20,1,0,0,1,1,1,0,1
17973,EJ0CeUv6Jmg,Canon,Canon EOS 7D,800,240,5,1/125,1,1,1,1,1,1,1,2
17974,aYfnNdUTxns,Canon,Canon EOS RP,2000,105,4,1/200,1,1,2,1,1,1,1,2
17977,jD3gJIIIAak,NIKON CORPORATION,NIKON D5300,2500,52,5.6,1/100,1,1,2,1,1,1,0,1
17978,OlbSQppzn-U,SONY,ILCE-7RM3,1000,142,7.1,1/640,1,1,1,1,2,2,1,2
17979,_yBEzQQoC3Y,Hasselblad,L1D-20c,100,10.3,4,1.3,1,0,0,1,1,0,0,0
17983,DjRlrjXyYrQ,Nikon,D810,6400,400,5.6,4050,1,1,2,1,1,0,1,2
17988,OerFPKNQcV8,NIKON CORPORATION,NIKON D810,64,70,5,1/400,1,0,0,1,1,2,0,1
17993,QF7xkGwlpP0,Canon,Canon EOS R,100,24,4,1/100,1,0,0,1,1,1,0,0
17994,wrhwRIohhNI,SONY,ILCA-77M2,100,70,6.3,1/250,1,0,0,1,2,1,0,1
17995,JRS6BX_RrVw,Canon,Canon EOS 700D,400,500,6.3,1/1600,1,0,0,1,2,2,1,2
17997,KG6GLrl_qgg,Canon,Canon EOS 6D,250,35,2.2,1/500,1,0,0,0,0,2,0,0
18002,vtQcSwuEF3I,FUJIFILM,X-T20,250,50,1,1/250,1,0,0,0,0,1,0,1
18008,hdQWZBk45rY,SONY,ILCE-7M3,1250,75,5.6,1/750,1,1,1,1,1,2,0,1
18012,dIjwEYec3qs,Canon,Canon EOS 5D Mark III,160,50,1.2,1/160,1,0,0,0,0,1,0,1
18013,xPIWbOvKViI,SONY,ILCE-7RM3,640,70,8,1/160,1,1,1,1,2,1,0,1
18023,qzZfQY3ann0,NIKON CORPORATION,NIKON D810,160,35,2,1/4000,1,0,0,0,0,2,0,0
18025,Y5s9rwpJ6fk,Canon,Canon EOS 80D,640,244,5.6,1/400,1,1,1,1,1,2,1,2
18028,USnraKKqLR4,NIKON CORPORATION,NIKON Z 6,640,24,4,20,1,1,1,1,1,0,0,0
18030,iRXaXlEbmj0,Canon,Canon EOS 6D,100,40,8,1/200,1,0,0,1,2,1,0,1
18032,U9HN5TRyfi4,Canon,Canon EOS 5D Mark IV,500,50,8,1/1000,1,1,1,1,2,2,0,1
18043,tYytj77mclc,Canon,Canon EOS RP,125,100,11,1/100,1,0,0,1,2,1,1,2
18045,fMyaQWQrwwU,GoPro,HERO3+ Black Edition,100,2.8,2.8,1/370,1,0,0,0,0,2,0,0
18046,WJZl-n3pI3Y,Canon,Canon EOS 6D,5000,65,6.3,1/80,1,1,2,1,2,1,0,1
18057,v5u924E_sQ0,Canon,Canon EOS 5D Mark IV,100,16,22,30,1,0,0,1,2,0,0,0
18071,KSa3hTLQjSc,Hasselblad,L1D-20c,100,10.3,11,1.6,1,0,0,1,2,0,0,0
18089,VHt_sWcj70I,GoPro,HERO7 Black,336,3,2.8,1/240,1,0,0,0,0,1,0,0
18094,2UpCIXzIJ8Y,SONY,ILCE-7M2,100,55,2.8,1/2500,1,0,0,0,0,2,0,1
18095,OtHwRcsbGOQ,NIKON CORPORATION,NIKON D610,160,55,1.2,1/500,1,0,0,0,0,2,0,1
18096,sAwJixo17RM,Leica,Leica Q,100,24,5.6,1/640,1,0,0,1,1,2,0,0
18101,Mi8ozXhtmqI,Hasselblad,Hasselblad H5D-200c MS,100,120,11,1/20,1,0,0,1,2,1,1,2
18106,k3OWTwtZYFA,SONY,ILCE-7M2,320,55,2.8,1/250,1,0,0,0,0,1,0,1
18112,zrBxt415Puo,SONY,ILCE-5100,200,10,4,1/200,1,0,0,1,1,1,0,0
18116,b89E95snJrg,NIKON CORPORATION,NIKON Z 6,500,40,16,1/50,1,1,1,1,2,1,0,1
18118,gcP8bAvCE4Q,FUJIFILM,X-H1,500,23,1,1/2000,1,1,1,0,0,2,0,0
18119,Wl-cl8xk7gg,Fujifilm,Fujifilm x100t,200,19,2,1/80,1,0,0,0,0,1,0,0
18120,_gIhns5OmOs,Canon,Canon EOS 77D,100,50,9,1/10,1,0,0,1,2,1,0,1
18127,hb1jbDZ7YjY,Canon,Canon EOS 5D Mark IV,125,800,6.3,1/125,1,0,0,1,2,1,1,2
18130,saaNngBhuBw,OLYMPUS CORPORATION,E-M10 Mark III,100,15,4.5,1/125,1,0,0,1,1,1,0,0
18132,bwjSn1li7bg,Canon,Canon EOS 80D,100,250,7.1,1/800,1,0,0,1,2,2,1,2
18140,IIypoak_pr4,SONY,ILCE-6500,100,29,2.8,1/3200,1,0,0,0,0,2,0,0
18143,vpNgJ_O5qSM,Canon,Canon EOS 6D Mark II,1600,53,11,1/100,1,1,1,1,2,1,0,1
18145,7ykoAE-7Bxo,SONY,ILCE-7M3,1600,70,3.5,1/100,1,1,1,0,1,1,0,1
18147,fPuEQlaBfrk,DJI,FC2204,100,4.4,2.8,1/800,1,0,0,0,0,2,0,0
18150,-mzP7tz2mmo,SONY,ILCE-7M3,6400,24,1.4,13,1,1,2,0,0,0,0,0
18153,hG31g7mXmss,SONY,ILCE-7M2,400,400,7.1,1/1000,1,0,0,1,2,2,1,2
18154,bLp9aGZwcRc,Panasonic,DC-GX9,200,12,4,1/4000,1,0,0,1,1,2,0,0
18155,JNxS0yBFUtA,Panasonic,DC-GH5,800,13,1.2,60,1,1,1,0,0,0,0,0
18156,QePAf7rRngM,SONY,NEX-6,100,70,5.6,1/320,1,0,0,1,1,2,0,1
18158,r2qkF8tMbRw,NIKON CORPORATION,NIKON D750,1100,105,8,1/200,1,1,1,1,2,1,1,2
18159,7X54ZE6ahSQ,Canon,Canon EOS 6D,3200,244,5.6,1/100,1,1,2,1,1,1,1,2
18164,ux0fOlB5b8M,SONY,ILCE-7M2,200,16,7.1,1/60,1,0,0,1,2,1,0,0
18166,HbnqEhMBpPM,LEICA CAMERA AG,LEICA SL2,100,16,6.8,1/640,1,0,0,1,2,2,0,0
18170,-LNEElbY0iA,SONY,ILCE-6300,160,14,2.8,1/200,1,0,0,0,0,1,0,0
18171,rcyOwzB5m_I,SONY,ILCE-7RM3,640,24,4,1/250,1,1,1,1,1,1,0,0
18172,C1v3N2vcYKU,NIKON CORPORATION,NIKON D750,1000,50,1.8,1/250,1,1,1,0,0,1,0,1
18175,cnsuw8UtH_E,DJI,FC220,100,4.7,2.2,1/125,1,0,0,0,0,1,0,0
18179,5EB77GOJRRs,NIKON CORPORATION,NIKON Z 7,100,14,4,1/25,1,0,0,1,1,1,0,0
18181,tWndDHJRNm8,DJI,FC300X,200,3.6,2.8,1/1600,1,0,0,0,0,2,0,0
18187,_Ud5-7QuRuI,Canon,Canon EOS 6D Mark II,160,70,2.8,1/4000,1,0,0,0,0,2,0,1
18188,wAJJJbP7mbc,SONY,ILCE-7M3,500,35,8,1/400,1,1,1,1,2,2,0,0
18191,W9ur8ivE9EA,SONY,NEX-5R,2500,183,6.3,1/320,1,1,2,1,2,2,1,2
18192,IFtJKM6mTSk,Canon,Canon EOS 5D Mark III,250,105,2.8,1/500,1,0,0,0,0,2,1,2
18193,YuicvRyGweo,Canon,Canon EOS 6D Mark II,500,85,4,1/60,1,1,1,1,1,1,0,1
18195,7aakIwWg3Zk,Canon,Canon EOS 600D,640,24,4,1/40,1,1,1,1,1,1,0,0
18204,_zVj-LCVCFs,Canon,Canon EOS 600D,100,55,6.3,1/100,1,0,0,1,2,1,0,1
18205,wqDGB8GssZw,NIKON CORPORATION,NIKON D3000,400,50,3.2,1/30,1,0,0,0,1,1,0,1
18209,hbU4N7dww6U,Canon,Canon EOS 6D Mark II,320,123,2.8,1/500,1,0,0,0,0,2,1,2
18212,6lDhQ7fCtYc,SONY,ILCE-7,125,200,4,1/250,1,0,0,1,1,1,1,2
18213,mhcoGbnaThc,Hasselblad,L1D-20c,100,10.3,4.5,1/160,1,0,0,1,1,1,0,0
18218,-zxeFLnmnkQ,Panasonic,DMC-G70,200,300,5.6,1/800,1,0,0,1,1,2,1,2
18222,tKvzENWgFu4,Canon,Canon EOS 5D Mark IV,200,50,3.2,1/1000,1,0,0,0,1,2,0,1
18223,0cIzR3h_w7E,Canon,Canon EOS 6D,200,50,3.5,1/500,1,0,0,0,1,2,0,1
18228,_xpOzVgCCMs,,SIGMA SD14,400,200,6.3,1/40,1,0,0,1,2,1,1,2
18235,Oi5ZSiSU6JY,Panasonic,DMC-TZ100,125,20,7.1,1/250,1,0,0,1,2,1,0,0
18242,5B2VpwxFCOI,Canon,Canon EOS 6D,400,47,3.2,1/1000,1,0,0,0,1,2,0,1
18247,m6eMa9yGa6Q,FUJIFILM,X-T3,160,35,2,1/500,1,0,0,0,0,2,0,0
18254,7b9BA_BFgcM,NIKON CORPORATION,NIKON D610,100,50,1.8,1/4000,1,0,0,0,0,2,0,1
18255,hAsyuficE60,Canon,Canon EOS 5D Mark III,100,85,1.8,1/2000,1,0,0,0,0,2,0,1
18256,yD4UfvraUE0,SONY,ILCE-7M3,160,300,9,1/320,1,0,0,1,2,2,1,2
18257,WKp-NWSGWjQ,SONY,ILCE-7M3,500,107,5.6,1/2000,1,1,1,1,1,2,1,2
18258,tYiuDaQvgEo,Canon,Canon EOS 6D Mark II,50,16,16,10,1,0,0,1,2,0,0,0
18263,xyP4D0ulGsw,SONY,ILCE-7M3,100,85,1.8,1/250,1,0,0,0,0,1,0,1
18265,D62hQefhteg,OLYMPUS IMAGING CORP.,E-400,100,42,8,1/200,1,0,0,1,2,1,0,1
18266,c54ZhWDLEDo,PENTAX,PENTAX K-x,200,18,11,1/125,1,0,0,1,2,1,0,0
18268,Pj7yh_GKc7I,Canon,Canon EOS 5D Mark III,640,28,2.8,1/80,1,1,1,0,0,1,0,0
18269,U0_hlwXFLn0,NIKON CORPORATION,NIKON D5100,100,18,9,1/320,1,0,0,1,2,2,0,0
18270,2Q8zDWkj0Yw,NIKON CORPORATION,NIKON D700,2000,50,2.5,1/125,1,1,2,0,0,1,0,1
18271,aGx7X1VmFIY,Canon,Canon EOS 500D,1600,50,1.8,1/500,1,1,1,0,0,2,0,1
18273,muFaKaGw0eE,SONY,ILCE-7,1000,35,9,1/2000,1,1,1,1,2,2,0,0
18275,tsBDNuCJiLg,NIKON CORPORATION,NIKON D3200,320,200,7.1,1/2000,1,0,0,1,2,2,1,2
18276,BqbhoYD1SZ0,Canon,Canon EOS 5D Mark III,160,50,1.6,1/200,1,0,0,0,0,1,0,1
18278,gm8VX_av4yM,Canon,Canon EOS REBEL T3,100,18,3.5,1/800,1,0,0,0,1,2,0,0
18287,NwBZ94Leirc,Canon,Canon EOS 5D Mark II,320,28,6.3,1/1250,1,0,0,1,2,2,0,0
18288,EGIfCNNatwk,NIKON CORPORATION,NIKON D300,200,70,10,1/400,1,0,0,1,2,2,0,1
18291,pYxh7-ITaq8,Canon,Canon EOS 5D Mark II,100,50,1.4,1/250,1,0,0,0,0,1,0,1
18293,FHWgQiTZJ0s,Canon,Canon EOS REBEL T2i,250,40,5,1/320,1,0,0,1,1,2,0,1
18295,MMJx78V7xS8,Apple,iPhone 5c,50,4.1,2.4,1/120,1,0,0,0,0,1,0,0
18296,_1iEJewMxKk,NIKON CORPORATION,NIKON D3300,100,55,5.6,1/200,1,0,0,1,1,1,0,1
18297,GBO4_7WymqY,Canon,Canon EOS REBEL T2i,200,70,10,1/80,1,0,0,1,2,1,0,1
18298,YHwRitWfylM,Canon,Canon EOS 5D Mark II,100,50,1.6,1/2500,1,0,0,0,0,2,0,1
18299,A93gsuMxVcE,Canon,Canon EOS REBEL T2i,400,18,14,1/640,1,0,0,1,2,2,0,0
18300,H423vyWJDDg,Canon,Canon EOS 6D,100,105,5.6,1/250,1,0,0,1,1,1,1,2
18301,AUcG7hKM8w0,NIKON CORPORATION,NIKON D60,400,70,4.5,1/1250,1,0,0,1,1,2,0,1
18303,Y9L7bPlJ3e8,GoPro,HERO4 Silver,100,3,2.8,1/2500,1,0,0,0,0,2,0,0
18305,bS6hYldBDTY,SONY,SLT-A37,640,300,5.6,1/500,1,1,1,1,1,2,1,2
18306,-KppBfOlugc,NIKON CORPORATION,NIKON D5200,200,35,2.2,1/80,1,0,0,0,0,1,0,0
18310,oYIdH6bFssk,NIKON CORPORATION,NIKON D5000,250,105,5.6,1/30,1,0,0,1,1,1,1,2
18311,n2QxaEjczJM,Canon,Canon EOS 6D,400,67,22,1/4,1,0,0,1,2,1,0,1
18313,Sd8O2SgKDJA,HUAWEI,HUAWEI P7-L10,64,3.8,2,1/2000,1,0,0,0,0,2,0,0
18314,wgLPy2YBXuc,SAMSUNG,SAMSUNG-SM-G870A,40,4.8,2.2,1/2384,1,0,0,0,0,2,0,0
18317,aob1glDYLKw,Canon,Canon EOS REBEL T1i,200,50,2.8,1/160,1,0,0,0,0,1,0,1
18318,xorjaMB8W70,NIKON CORPORATION,NIKON D3100,100,210,7.1,1/160,1,0,0,1,2,1,1,2
18319,QVWvweKGUrw,Canon,Canon EOS 5D Mark II,1600,300,5.6,1/320,1,1,1,1,1,2,1,2
18321,DE9YwfVgu2s,NIKON CORPORATION,NIKON D3100,400,500,6.3,1/640,1,0,0,1,2,2,1,2
18323,71xCMzMD1ts,PENTAX,PENTAX K-5,100,50,8,1/160,1,0,0,1,2,1,0,1
18324,3b8aSFVAoJw,NIKON CORPORATION,NIKON D70s,200,18,9,1/200,1,0,0,1,2,1,0,0
18325,rBYEbsJIwrY,Canon,Canon EOS REBEL T5i,100,24,11,1/320,1,0,0,1,2,2,0,0
18327,2zlxFmByClI,Canon,Canon EOS REBEL T5i,100,24,7.1,1/200,1,0,0,1,2,1,0,0
18328,DgEA7saT8FQ,Canon,Canon EOS 5D Mark III,1250,24,4,32,1,1,1,1,1,0,0,0
18329,Wx7rP3ibILc,NIKON CORPORATION,NIKON D3200,400,22,4.5,1/80,1,0,0,1,1,1,0,0
18331,pIfF5Q8AYaE,"RICOH IMAGING COMPANY, LTD.",PENTAX K-3 II,200,260,11,1/60,1,0,0,1,2,1,1,2
18332,QxoaFDNmL4s,Canon,Canon EOS REBEL T3i,1600,17,7.1,1/200,1,1,1,1,2,1,0,0
18333,u5wiZajqnZg,Canon,Canon EOS 6D,2500,82,4,1/80,1,1,2,1,1,1,0,1
18334,ewUAtdqQ4wA,NIKON CORPORATION,NIKON D7000,4500,35,2.4,1/45,1,1,2,0,0,1,0,0
18335,rEgveRa_5ds,Canon,Canon EOS 6D,100,41,5,1/320,1,0,0,1,1,2,0,1
18336,M55GuYqk3Ug,NIKON CORPORATION,NIKON D7100,100,48,4.8,1/1600,1,0,0,1,1,2,0,1
18337,7S39N5QDc6k,FUJIFILM,FinePix E510,400,7.9,8,1/420,1,0,0,1,2,2,0,0
18339,CZGv0jXzLak,Panasonic,DMC-L10,250,33,5.1,1/30,1,0,0,1,1,1,0,0
18340,V8YzvXKLwDw,Canon,Canon PowerShot SX100 IS,80,12.8,4.5,1/1250,1,0,0,1,1,2,0,0
18341,JU2MgHOHDsw,Canon,Canon EOS 6D,100,35,8,1/40,1,0,0,1,2,1,0,0
18342,sYzFIusQp3Q,Apple,iPhone 6 Plus,32,4.2,2.2,1/3049,1,0,0,0,0,2,0,0
18344,5ylV-khwM9s,Canon,Canon EOS 5D Mark II,1600,50,2.2,1/8000,1,1,1,0,0,2,0,1
18345,wPJygs79jMA,Canon,Canon EOS 6D,100,35,2.2,1/4000,1,0,0,0,0,2,0,0
18346,Hep2n5vTAN8,FUJIFILM,X-M1,800,16,3.5,1/1000,1,1,1,0,1,2,0,0
18347,7NjKwGDUmBM,NIKON CORPORATION,NIKON D3100,100,42,7.1,1/250,1,0,0,1,2,1,0,1
18348,NRFJdmGTyhA,SONY,SLT-A33,100,18,10,1/160,1,0,0,1,2,1,0,0
18350,sHZ35LSDHyo,NIKON CORPORATION,NIKON D40,200,55,10,1/400,1,0,0,1,2,2,0,1
18351,xJ2tjuUHD9M,NIKON CORPORATION,NIKON D7000,100,135,10,1/400,1,0,0,1,2,2,1,2
18352,hpXX7cJXleE,OLYMPUS IMAGING CORP.,E-M5,200,20,1.7,1/2000,1,0,0,0,0,2,0,0
18354,zThTy8rPPsY,SONY,DSC-HX10V,100,4.7,3.5,1/500,1,0,0,0,1,2,0,0
18355,K9jj4BPCyMM,Apple,iPhone 6s,32,4.2,2.2,1/60,1,0,0,0,0,1,0,0
18356,u_3o1zyz3r4,Apple,iPad,50,4.3,2.4,1/60,1,0,0,0,0,1,0,0
18357,bcSmZFB2Vag,SONY,ILCE-7RM2,80,85,2.8,1/125,1,0,0,0,0,1,0,1
18358,rfipIDrHGAc,Canon,Canon EOS 5D Mark II,250,105,4,1/125,1,0,0,1,1,1,1,2
18361,IVluebZ-I-k,NIKON CORPORATION,NIKON D3200,400,50,2.2,1/320,1,0,0,0,0,2,0,1
18362,516rZwqZ_-I,,,300,3.8,2,1/50,1,0,0,0,0,1,0,0
18364,G2doS7pHkt4,Canon,Canon EOS 70D,100,60,5.6,1/100,1,0,0,1,1,1,0,1
18365,W4rUHIw3pd0,NIKON CORPORATION,NIKON D800,50,120,7.1,1/200,1,0,0,1,2,1,1,2
18366,5_vibwWz9kk,Canon,Canon EOS 5D Mark II,640,50,5.6,1/250,1,1,1,1,1,1,0,1
18367,tnEdvYk3IOw,Canon,Canon EOS 5D Mark II,640,75,4,1/60,1,1,1,1,1,1,0,1
18368,5bPYpV_Icmw,NIKON CORPORATION,NIKON D3200,450,55,5.6,1/60,1,0,0,1,1,1,0,1
18369,crIXKhUDpBI,Apple,iPhone 6,32,4.2,2.2,1/628,1,0,0,0,0,2,0,0
18370,eUobvePZrec,SONY,ILCE-7M2,100,16,4,1/500,1,0,0,1,1,2,0,0
18371,tD0ZjZWqo5Y,SONY,ILCE-7M2,4000,20,11,1/60,1,1,2,1,2,1,0,0
18372,ii6dE72AUhc,Canon,Canon EOS 6D,800,24,14,30,1,1,1,1,2,0,0,0
18373,phx4UXMQRTg,FUJIFILM,X30,100,7.1,2,1/1600,1,0,0,0,0,2,0,0
18374,HH3-wz4D2Ic,Canon,Canon EOS-1D X,100,53,2.8,1/1250,1,0,0,0,0,2,0,1
18376,VdiIybARWVg,NIKON CORPORATION,NIKON D3200,100,30,4.2,1/500,1,0,0,1,1,2,0,0
18377,Inyj2Zm6qpo,NIKON CORPORATION,NIKON D5200,200,60,11,1/125,1,0,0,1,2,1,0,1
18378,W4KxWAPJsCk,Canon,Canon EOS 1100D,100,50,5.6,1/250,1,0,0,1,1,1,0,1
18379,ujc_IeZlxcE,NIKON CORPORATION,NIKON D3300,3200,52,5.6,1/100,1,1,2,1,1,1,0,1
18380,8POiNVf11ww,NIKON CORPORATION,NIKON D3000,200,165,5.3,1/320,1,0,0,1,1,2,1,2
18381,OzI3ociii6E,Canon,Canon EOS DIGITAL REBEL XT,400,131,7.1,1/200,1,0,0,1,2,1,1,2
18383,HfBZFnHgVKo,Canon,Canon EOS 6D,320,50,1.4,1/800,1,0,0,0,0,2,0,1
18386,D5fHK2gf5do,Canon,Canon EOS 5D Mark III,100,70,5.6,1/640,1,0,0,1,1,2,0,1
18387,QNwET9cMlJU,FUJIFILM,X100T,200,23,5.6,1/600,1,0,0,1,1,2,0,0
18388,6x-hVXXiBxs,Canon,Canon EOS 5D Mark III,320,50,1.4,1/80,1,0,0,0,0,1,0,1
18389,7c_8XUWLPQw,Canon,Canon EOS 5D Mark III,100,45,7.1,1/50,1,0,0,1,2,1,0,1
18390,n7QwQle51-U,Canon,Canon EOS 5D Mark III,100,70,5.6,1/500,1,0,0,1,1,2,0,1
18392,CFvqcuMhW5s,SONY,ILCE-7M2,100,28,3.5,1/1600,1,0,0,0,1,2,0,0
18393,-BKkI_hy9PQ,Canon,Canon EOS 1000D,200,18,3.5,1/2500,1,0,0,0,1,2,0,0
18394,WtD1HUEUHkY,NIKON CORPORATION,NIKON D3200,100,55,5.6,1/500,1,0,0,1,1,2,0,1
18395,UcN6ICl3Geg,Canon,Canon EOS 5D Mark II,100,50,4,1/100,1,0,0,1,1,1,0,1
18396,TBaEUj5-J7Q,Canon,Canon EOS 5D Mark III,250,50,4,1/100,1,0,0,1,1,1,0,1
18397,xVptEZzgVfo,Canon,Canon EOS 6D,5000,82,4,1/80,1,1,2,1,1,1,0,1
18398,-h-_S37Eu_0,NIKON CORPORATION,NIKON D80,100,18,8,1/250,1,0,0,1,2,1,0,0
18399,jWFUsU24Boo,Canon,Canon EOS 7D,100,18,6.3,1/250,1,0,0,1,2,1,0,0
18402,oCJuJQqvCzc,Canon,Canon EOS 5D Mark II,100,50,3.5,1/200,1,0,0,0,1,1,0,1
18403,f9NACz3-V-s,Canon,Canon EOS 60D,100,18,5,1/60,1,0,0,1,1,1,0,0
18404,mS26pmEiVVA,Canon,Canon EOS 5D Mark III,400,63,2.8,1/1600,1,0,0,0,0,2,0,1
18405,1qVS-o_OfrA,NIKON CORPORATION,NIKON D7100,320,18,6.3,1/60,1,0,0,1,2,1,0,0
18406,q2OuUEDauXo,FUJIFILM,X-T1,200,55,5.6,1/350,1,0,0,1,1,2,0,1
18407,MzFclBeMwSo,Canon,Canon EOS 5D Mark III,320,24,4,1/800,1,0,0,1,1,2,0,0
18408,wn57cSQ7VzI,Canon,Canon EOS 1000D,200,55,9,1/250,1,0,0,1,2,1,0,1
18409,G-bQlVMt1H8,Canon,Canon EOS 1000D,200,55,10,1/200,1,0,0,1,2,1,0,1
18411,1lY3XL_aHu0,NIKON CORPORATION,NIKON D3200,640,300,5.6,1/500,1,1,1,1,1,2,1,2
18412,mhggGZl58nw,Canon,Canon EOS 5D Mark II,250,135,2,1/800,1,0,0,0,0,2,1,2
18413,q3vpyhed2f4,Canon,Canon EOS 5D Mark III,100,200,5,1/3200,1,0,0,1,1,2,1,2
18415,p3OzJuT_Dks,FUJIFILM,X100S,200,23,16,3,1,0,0,1,2,0,0,0
18416,OQ0zP6AS2DI,NIKON CORPORATION,NIKON D5200,1600,35,4,10,1,1,1,1,1,0,0,0
18417,6wGLeVPJLMw,Apple,iPhone 5s,32,4.2,2.2,1/1520,1,0,0,0,0,2,0,0
18418,joxKHxjpjlw,SONY,ILCE-7M2,640,35,11,1/60,1,1,1,1,2,1,0,0
18420,A10ZZ_oBBME,NIKON CORPORATION,NIKON D3100,720,500,6.3,1/500,1,1,1,1,2,2,1,2
18421,SBU_KCPqrME,FUJIFILM,X100S,800,23,4,1/750,1,1,1,1,1,2,0,0
18424,BuMtcu_W2XU,Panasonic,DMC-GH2,800,42,5.6,1/15,1,1,1,1,1,1,0,1
18425,CTuzHNchLVU,Canon,Canon EOS 70D,400,30,11,1/1000,1,0,0,1,2,2,0,0
18426,QcMPCPstGIE,Panasonic,DMC-G2,100,14,4.5,1/1300,1,0,0,1,1,2,0,0
18427,9njCyLeVrwY,NIKON CORPORATION,NIKON D810,1600,24,2.8,1/500,1,1,1,0,0,2,0,0
18428,KdZvvyemkPM,Canon,Canon EOS 5D Mark II,320,400,5.6,1/400,1,0,0,1,1,2,1,2
18429,B5PcDNbMu0M,NIKON CORPORATION,NIKON D4S,100,70,4,1/80,1,0,0,1,1,1,0,1
18430,9jw_NZJ8miA,Canon,Canon EOS 5D Mark II,100,60,5.6,1/200,1,0,0,1,1,1,0,1
18432,T0CoYITBuaA,SONY,DSLR-A100,100,85,4,1/40,1,0,0,1,1,1,0,1
18433,ZwI4uewZnPk,SAMSUNG,NX300,800,18,3.5,1/40,1,1,1,0,1,1,0,0
18434,4wWFUeHnW2Y,Canon,Canon EOS 600D,1000,55,4,1/1600,1,1,1,1,1,2,0,1
18436,K20boRWBDso,Canon,Canon EOS 5D Mark III,320,105,4,1/200,1,0,0,1,1,1,1,2
18437,PjTBdhXI_7s,FUJIFILM,X-E2,200,18,2.8,1900,1,0,0,0,0,0,0,0
18438,TyL4MDmxLck,SONY,SLT-A58,100,55,11,1/200,1,0,0,1,2,1,0,1
18439,EG9qfm3BHR4,NIKON CORPORATION,NIKON D90,400,24,16,1/40,1,0,0,1,2,1,0,0
18441,vU1taGh2-og,Apple,iPhone 5s,32,4.2,2.2,1/1244,1,0,0,0,0,2,0,0
18442,1PhcPDabyu8,Panasonic,DMC-GH4,200,20,1.7,1/200,1,0,0,0,0,1,0,0
18443,L_hK813fu9k,Canon,Canon EOS 5D Mark II,500,24,4.5,1/6000,1,1,1,1,1,2,0,0
18444,ceyNDNQT7z8,NIKON CORPORATION,NIKON D750,2000,280,18,1/1000,1,1,2,1,2,2,1,2
18445,eXSttBQoYbM,Canon,Canon EOS 20D,100,200,4.5,1/500,1,0,0,1,1,2,1,2
18447,P0CG96L86SY,Canon,Canon EOS 1200D,100,135,10,1/640,1,0,0,1,2,2,1,2
18448,vgZzM-Gy0e0,Canon,Canon EOS 1100D,100,55,32,1/4000,1,0,0,1,2,2,0,1
18449,pEb-Xf_qM0s,Canon,Canon EOS 5D Mark III,640,24,2.8,1/400,1,1,1,0,0,2,0,0
18451,dXbteDwOUG8,Canon,Canon PowerShot G7 X,125,14.5,4,1/160,1,0,0,1,1,1,0,0
18452,slXKI-Kurds,Canon,Canon EOS 40D,400,200,5.6,1/640,1,0,0,1,1,2,1,2
18453,qijiWlQqjJM,Canon,Canon EOS 550D,800,18,4.5,1/2000,1,1,1,1,1,2,0,0
18455,iSYYLt2rKac,NIKON CORPORATION,NIKON D3100,1600,18,3.5,20,1,1,1,0,1,0,0,0
18456,cuY2PJXucG0,,,100,3.8,2,1/2818,1,0,0,0,0,2,0,0
18457,HlVGB7gkR1c,SONY,ILCE-7RM2,200,85,1.8,1/100,1,0,0,0,0,1,0,1
