,Unnamed: 0,photo_id,exif_camera_make,exif_camera_model,exif_iso,exif_focal_length,exif_aperture_value,exif_exposure_time,orientation,iso_noise_bin_label,iso_noise_label,DoF_bin,DoF,exposure_label,focal_label_bin,focal_label
16087,16087,hcB2HnGxXpg,Panasonic,DC-GH5,400.0,43.0,1.2,1/125,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
16088,16088,hEB3n_fIXq4,OLYMPUS CORPORATION,TG-5,100.0,6.4,3.5,1/320,1,0.0,0.0,0.0,1.0,2.0,0.0,0.0
16089,16089,pUGRSh9dS9M,SONY,ILCE-6500,125.0,70.0,7.1,1/160,1,0.0,0.0,1.0,2.0,1.0,0.0,1.0
16091,16091,gbfoKls0V-0,NIKON CORPORATION,NIKON Z 6,800.0,50.0,1.8,10,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
16092,16092,Hcma_FO3ZZU,NIKON CORPORATION,NIKON D5000,200.0,72.0,5.6,1/125,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
16093,16093,XunPNEEvKBY,samsung,SM-G950U,50.0,4.2,1.7,1/153,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16094,16094,3GxNxNBGvig,Canon,Canon EOS 5D Mark IV,100.0,70.0,2.8,1/500,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
16095,16095,lt6gE86VyaA,Canon,Canon EOS 7D,100.0,20.0,8.0,1/250,1,0.0,0.0,1.0,2.0,1.0,0.0,0.0
16096,16096,sXasgEgeIcs,DJI,FC220,100.0,4.7,2.2,1/1600,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0
16097,16097,aw2Y2fMAo2Q,Canon,Canon EOS R,125.0,50.0,1.8,1/2000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
16098,16098,hHCFRgQ_VTw,NIKON CORPORATION,NIKON Z 7,100.0,85.0,1.8,1/500,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
16099,16099,NBvSv4ubVoY,SONY,ILCE-7M3,100.0,24.0,1.4,1/640,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
16100,16100,_6cLPVtUrZY,NIKON CORPORATION,NIKON D850,5000.0,35.0,1.4,1/125,0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
16102,16102,6f3SH_MUPw0,SONY,ILCE-7RM3,100.0,35.0,1.8,1/3200,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0
16104,16104,mA_KoHBMAnM,NIKON CORPORATION,NIKON D810,64.0,70.0,2.8,1/2000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
16105,16105,kTwYD4rZ4q8,Canon,Canon EOS 5D Mark IV,4000.0,24.0,1.6,1/80,0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
16106,16106,DXs26MQJdzM,Canon,Canon EOS 600D,200.0,75.0,4.0,1/1000,0,0.0,0.0,1.0,1.0,2.0,0.0,1.0
16107,16107,Uh4ylA6VWYQ,HUAWEI,VOG-L29,100.0,2.3,2.2,1/20,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16108,16108,jnVxDpSgmUw,Canon,Canon EOS 6D,100.0,29.0,14.0,13,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0
16109,16109,G1dnziWGHi8,Canon,Canon EOS REBEL T2i,3200.0,21.0,1.8,1/200,1,1.0,2.0,0.0,0.0,1.0,0.0,0.0
16110,16110,4MM_DAKFrD0,Canon,Canon EOS-1D X Mark II,1000.0,135.0,7.1,1/2000,0,1.0,1.0,1.0,2.0,2.0,1.0,2.0
16111,16111,91DU3oXyy4k,OLYMPUS CORPORATION,TG-5,100.0,9.6,4.5,1/200,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0
16112,16112,FJwLkLo3d70,DJI,FC7203,100.0,4.5,2.8,1/15,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16114,16114,w9JPmHmaLYA,SONY,ILCE-6400,1600.0,30.0,1.4,1/200,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
16115,16115,DguUuwOtPPg,Canon,Canon EOS 5D Mark IV,160.0,50.0,3.2,1/50,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
16116,16116,O_9Hc2bhpbM,LEICA CAMERA AG,LEICA Q2,100.0,28.0,3.2,1/1250,1,0.0,0.0,0.0,1.0,2.0,0.0,0.0
16117,16117,zzux2cH-F-A,NIKON CORPORATION,NIKON Z 7,100.0,85.0,2.8,1/800,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
16118,16118,aNUUb3XjSUk,FUJIFILM,X-T2,200.0,10.0,14.0,1/80,1,0.0,0.0,1.0,2.0,1.0,0.0,0.0
16119,16119,UzvR9fZQXCI,Apple,iPhone 7 Plus,20.0,6.6,2.8,1/1473,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
16120,16120,qQkbDPjukWo,NIKON CORPORATION,NIKON D5200,100.0,35.0,1.8,1/13,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16122,16122,bC3s0Rrcx24,NIKON CORPORATION,NIKON D7000,100.0,50.0,2.8,1/1250,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
16123,16123,mx5kCS2DUF8,NIKON CORPORATION,NIKON D750,2200.0,220.0,5.6,1/250,1,1.0,2.0,1.0,1.0,1.0,1.0,2.0
16124,16124,C20Dero0f_0,FUJIFILM,X-T2,200.0,18.0,2.8,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16125,16125,zV_hZv4zIGM,Canon,Canon EOS 6D,250.0,35.0,1.4,1/2000,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0
16126,16126,Pp80t568tnE,OLYMPUS CORPORATION,TG-5,100.0,9.6,4.5,1/320,1,0.0,0.0,1.0,1.0,2.0,0.0,0.0
16127,16127,APxW6SksZ-s,Hasselblad,L1D-20c,100.0,10.3,2.8,1/40,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16128,16128,2aZ_Hvb2cJ0,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,400.0,120.0,6.7,1/125,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
16129,16129,I8HFu5wIRUo,Canon,Canon EOS 750D,200.0,105.0,8.0,1/200,1,0.0,0.0,1.0,2.0,1.0,1.0,2.0
16130,16130,Aknut7U5kks,NIKON CORPORATION,NIKON D7500,100.0,50.0,3.2,1/500,1,0.0,0.0,0.0,1.0,2.0,0.0,1.0
16131,16131,ApJp5Nk24a0,DJI,FC220,100.0,4.7,2.2,1/20,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16132,16132,P81LbTij5Ro,NIKON CORPORATION,NIKON D750,200.0,24.0,9.0,1/320,1,0.0,0.0,1.0,2.0,2.0,0.0,0.0
16133,16133,1E8qo-fplqo,,,100.0,25.0,2.0,1/160,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16134,16134,JnaqkY-wRYI,Canon,Canon EOS 6D,640.0,50.0,2.8,1/800,0,1.0,1.0,0.0,0.0,2.0,0.0,1.0
16135,16135,_rrVXiEzaXU,Canon,Canon EOS R,100.0,24.0,2.8,1/320,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0
16136,16136,2MlzEreXCwU,SONY,ILCE-7M2,1000.0,85.0,2.0,1/750,0,1.0,1.0,0.0,0.0,2.0,0.0,1.0
16138,16138,Ci5Axawxe_M,SONY,ILCE-7M3,100.0,172.0,5.6,1/60,1,0.0,0.0,1.0,1.0,1.0,1.0,2.0
16139,16139,w7lILxm1D8g,SONY,ILCE-6500,400.0,183.0,5.6,1/500,1,0.0,0.0,1.0,1.0,2.0,1.0,2.0
16140,16140,yL1a5-UEXdg,NIKON CORPORATION,NIKON D5300,560.0,20.0,5.6,1/60,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
16141,16141,-wuFyjSeLec,Hasselblad,L1D-20c,100.0,10.3,3.2,1/6400,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
16142,16142,kRzaEeE6Bx4,Canon,Canon EOS 6D,160.0,45.0,1.8,1/500,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
16143,16143,llEJ21aMgwI,Canon,Canon EOS 5DS,125.0,400.0,5.6,1/640,1,0.0,0.0,1.0,1.0,2.0,1.0,2.0
16144,16144,DPvMlvz7AHU,SONY,ILCE-6500,100.0,16.0,9.0,1/250,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
16146,16146,DIk61Z2lM7o,Canon,Canon EOS 6D,200.0,135.0,6.3,1/400,0,0.0,0.0,1.0,2.0,2.0,1.0,2.0
16149,16149,YmsrXcDf0J8,SONY,ILCE-7RM4,500.0,279.0,8.0,1/500,0,1.0,1.0,1.0,2.0,2.0,1.0,2.0
16150,16150,8iddryOJxW4,Canon,Canon EOS 5DS,160.0,50.0,4.0,1/1600,0,0.0,0.0,1.0,1.0,2.0,0.0,1.0
16151,16151,smO2je8-ygk,NIKON CORPORATION,NIKON D7000,100.0,35.0,1.8,1/160,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16152,16152,hhdKoEGW8YY,Canon,Canon EOS 5D Mark III,50.0,20.0,16.0,4,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0
16153,16153,IIo-Zt3BYQw,Apple,iPhone 7,20.0,4.0,1.8,1/160,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16154,16154,YjVhNv01UjM,NIKON CORPORATION,NIKON D600,100.0,105.0,3.0,1/160,1,0.0,0.0,0.0,0.0,1.0,1.0,2.0
16155,16155,aigkkmXuDAA,SONY,ILCE-7RM2,400.0,75.0,5.0,1/80,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
16156,16156,_aZUDe5-0TM,"Canon, SVR90, 15 images",Canon EOS Rebel Xs,1600.0,630.0,7.0,120,0,1.0,1.0,1.0,2.0,0.0,1.0,2.0
16157,16157,RWfbkvQI2lA,Canon,Canon EOS 60D,100.0,50.0,1.6,1/640,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
16158,16158,C4iBjL9HNvM,Hasselblad,L1D-20c,200.0,10.3,6.3,1/640,1,0.0,0.0,1.0,2.0,2.0,0.0,0.0
16161,16161,HtCgLIDy-2U,Panasonic,DMC-FZ1000,125.0,18.2,3.3,1/400,1,0.0,0.0,0.0,1.0,2.0,0.0,0.0
16162,16162,GpJxmjgN0DI,Canon,Canon EOS-1D X Mark II,100.0,16.0,4.0,1/1250,0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
16163,16163,Aq3NQwdqOU8,Canon,Canon EOS R,2000.0,14.0,2.8,1/60,0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
16164,16164,nCOxWN2Zvcw,Canon,Canon EOS 5D Mark III,125.0,50.0,2.2,1/160,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0
16165,16165,kCcyt7bYP3w,NIKON CORPORATION,NIKON D3400,100.0,35.0,2.2,1/500,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
16167,16167,3d853e9ZjPM,SONY,ILCE-7M2,100.0,50.0,1.4,1/8000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
16168,16168,8zxJYcboYRE,Canon,EOS 80D,400.0,24.0,8.0,1/1250,0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
16169,16169,UPJ0vTjPFXE,SONY,SLT-A55V,400.0,100.0,4.5,1/200,0,0.0,0.0,1.0,1.0,1.0,1.0,2.0
16170,16170,-H03ewXHyhw,Canon,Canon EOS R,6400.0,105.0,4.0,1/500,0,1.0,2.0,1.0,1.0,2.0,1.0,2.0
16171,16171,l34mghyKvg4,Canon,Canon EOS 550D,100.0,50.0,5.6,1/250,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
16172,16172,L5eAUfaiZLo,Canon,Canon EOS 6D,160.0,45.0,1.8,1/60,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
16173,16173,0y2O5rLgi1w,SONY,ILCE-7M3,500.0,300.0,8.0,1/1000,1,1.0,1.0,1.0,2.0,2.0,1.0,2.0
16174,16174,4X9F8TKizqE,DJI,FC2103,100.0,4.5,2.8,1/1000,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
16176,16176,0Ahf1MY-mJI,NIKON CORPORATION,NIKON D750,50.0,24.0,9.0,1/80,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
16177,16177,Xa7PXbsD2ro,DJI,FC220,100.0,4.7,2.2,1/640,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0
16178,16178,Xh4yVFNT5iw,FUJIFILM,X-T20,2000.0,23.3,4.0,1/400,1,1.0,2.0,1.0,1.0,2.0,0.0,0.0
16179,16179,kwbaZcDVDXg,SONY,ILCE-7RM3,100.0,35.0,1.2,1/640,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
16180,16180,PZXfCAeAeXE,Canon,Canon EOS 80D,100.0,10.0,4.5,1/13,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
16181,16181,qcmhNEipNl0,SONY,ILCE-7M3,2500.0,600.0,6.3,1/5000,1,1.0,2.0,1.0,2.0,2.0,1.0,2.0
16182,16182,BxY-nv-RBsA,Canon,Canon EOS 77D,800.0,50.0,4.5,1/1600,0,1.0,1.0,1.0,1.0,2.0,0.0,1.0
16183,16183,4WLxL9PVIko,Canon,Canon EOS 6D,250.0,50.0,1.2,1/800,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
16184,16184,Q3Chc3uzlWk,PENTAX,PENTAX K-5,160.0,50.0,11.0,1/180,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
16185,16185,0QP-0DUaCo4,Canon,Canon EOS 550D,100.0,50.0,1.4,1/500,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
16186,16186,CkWR0Tk72o8,Canon,Canon EOS 6D,2000.0,50.0,2.0,1/2000,0,1.0,2.0,0.0,0.0,2.0,0.0,1.0
16188,16188,Mw1CYziAS8I,DJI,FC220,100.0,4.7,2.2,1/140,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16189,16189,uhiq7aVvCjk,Canon,Canon EOS 5D Mark IV,100.0,50.0,2.0,1/250,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
16190,16190,ngdJZ_97eNM,Hasselblad,L1D-20c,100.0,10.3,4.0,1/100,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
16191,16191,4MuoHiGInCA,NIKON CORPORATION,NIKON D750,200.0,50.0,1.4,1/320,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
16192,16192,ymfYqeKN-FU,SONY,ILCE-7M3,200.0,24.0,2.8,1/1250,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
16193,16193,M2ZLu8z44xQ,HUAWEI,VOG-L29,50.0,14.5,3.4,1/1200,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
16195,16195,IE9tqspTbn0,SONY,ILCE-6300,100.0,16.0,1.4,1/3200,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0
16196,16196,0B86_ifhE4E,NIKON CORPORATION,NIKON D5500,100.0,55.0,5.6,1/25,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0
16197,16197,sgPkMmwWsQI,Canon,Canon EOS 5D Mark III,800.0,50.0,4.5,1/125,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
16198,16198,CWxZ8rYe-_8,Panasonic,DC-GH5,400.0,23.0,4.5,1/60,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0
16199,16199,Hwmcjh9otlg,SONY,ILCE-7M2,160.0,55.0,2.8,1/200,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0
16200,16200,BvUHJjyis_c,NIKON CORPORATION,NIKON D7000,100.0,210.0,5.3,1/400,0,0.0,0.0,1.0,1.0,2.0,1.0,2.0
16201,16201,h2pcUpLSKVI,Canon,Canon EOS 5D Mark III,3200.0,17.0,4.0,1/30,1,1.0,2.0,1.0,1.0,1.0,0.0,0.0
16202,16202,BnNPys2wvDI,Apple,iPhone XS,25.0,4.2,1.8,1/3200,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
16204,16204,5a6rrTJ6XTM,Canon,Canon EOS 5D Mark IV,100.0,35.0,1.8,1/1600,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
16205,16205,K8wq-Ozdvj4,NIKON CORPORATION,NIKON D750,1000.0,62.0,2.8,1/200,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
16206,16206,Oewo9Ks2wfk,Hasselblad,L1D-20c,100.0,10.3,4.0,1/120,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
16207,16207,ge04Fy2bEC8,FUJIFILM,X-E3,200.0,56.0,2.0,1/500,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
16208,16208,aOa8F6TBl8U,NIKON CORPORATION,NIKON D750,400.0,105.0,8.0,1/80,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
16209,16209,_P5y0w_PLcM,SONY,ILCE-7RM2,100.0,35.0,1.7,1/2000,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0
16210,16210,fZxE1Z83i_E,Canon,Canon EOS R,500.0,50.0,4.0,1/60,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
16211,16211,7EtzgOxT9B4,SONY,ILCE-5100,100.0,16.0,4.0,1/200,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
16212,16212,vlmb9C2Ah_s,Hasselblad,Hasselblad H3DII-50MS - Hasselblad H3D,50.0,120.0,16.0,1/90,1,0.0,0.0,1.0,2.0,1.0,1.0,2.0
16215,16215,U1X7HH7ZzyE,NIKON CORPORATION,NIKON D810,640.0,500.0,4.0,1/500,0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
16216,16216,VytBzqiVTkE,SONY,ILCE-7RM2,200.0,85.0,1.8,1/5000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
16217,16217,7VXx1FAgg-s,SONY,ILCE-6500,100.0,30.0,1.4,1/320,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
16218,16218,h5RMWNY8bYQ,NIKON CORPORATION,NIKON D810,320.0,24.0,13.0,1/640,1,0.0,0.0,1.0,2.0,2.0,0.0,0.0
16219,16219,y3eu1bcxkeY,FUJIFILM,X-T3,160.0,30.2,8.0,1/280,0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
16220,16220,Uuog4t78QTE,Canon,Canon EOS 5D Mark IV,1600.0,200.0,4.0,1/125,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0
16221,16221,UmxtuzgYlks,Canon,Canon EOS 5D Mark III,100.0,100.0,14.0,1/160,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
16222,16222,_TfJVFTsjQ0,SONY,ILCE-7RM2,50.0,55.0,2.0,1/250,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0
16223,16223,tuYmiNlEJR0,Canon,Canon EOS 6D,400.0,53.0,5.6,1/160,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
16224,16224,3dVjKoVYgD0,Canon,Canon EOS 5D Mark IV,640.0,85.0,8.0,1/125,1,1.0,1.0,1.0,2.0,1.0,0.0,1.0
16225,16225,pASJ2MNu5SA,NIKON CORPORATION,NIKON Z 7,100.0,85.0,1.8,1/2000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
16227,16227,lhsEoR-mxKM,SONY,ILCE-7RM3,100.0,135.0,4.0,1/40,0,0.0,0.0,1.0,1.0,1.0,1.0,2.0
16228,16228,aFfUIVEp7YU,Canon,Canon EOS 5D Mark IV,125.0,200.0,4.5,1/320,1,0.0,0.0,1.0,1.0,2.0,1.0,2.0
16229,16229,O0VuwKlFZbQ,Canon,Canon EOS 5D Mark III,800.0,35.0,1.4,1/80,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
16230,16230,1c1KEBL1yTg,Canon,Canon EOS 5DS,800.0,70.0,2.8,1/2000,1,1.0,1.0,0.0,0.0,2.0,0.0,1.0
16232,16232,L7Nv1PqSKVc,SONY,DSC-RX10M4,100.0,171.9,4.0,1/500,0,0.0,0.0,1.0,1.0,2.0,1.0,2.0
16233,16233,0nQyVZdt0nw,NIKON CORPORATION,NIKON D7200,320.0,35.0,1.8,1/100,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16235,16235,u22pbOzwLgg,Canon,Canon EOS 5D Mark IV,100.0,85.0,2.0,1/8000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
16237,16237,39BKKhuy11k,SONY,ILCE-7,100.0,50.0,1.8,1/40,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
16238,16238,l-fJ7o__MlI,Canon,Canon EOS DIGITAL REBEL XSi,400.0,47.0,9.0,1/500,1,0.0,0.0,1.0,2.0,2.0,0.0,1.0
16239,16239,bBZqU9yNF-o,SONY,ILCE-6000,1600.0,19.0,2.8,1/500,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
16240,16240,vntaMZZ7V4o,OLYMPUS CORPORATION,E-PL9,100.0,120.0,5.6,1/30,1,0.0,0.0,1.0,1.0,1.0,1.0,2.0
16241,16241,w-W7ysa6PDU,Canon,Canon EOS 5D Mark IV,100.0,35.0,1.4,1/1600,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
16242,16242,BmF-cNNxkI0,Canon,Canon EOS 6D,6400.0,100.0,2.0,1/400,0,1.0,2.0,0.0,0.0,2.0,1.0,2.0
16243,16243,2VDY03aF58c,Canon,Canon EOS 5D Mark IV,100.0,88.0,2.8,1/1600,0,0.0,0.0,0.0,0.0,2.0,1.0,2.0
16244,16244,NayrpkeMdJc,NIKON CORPORATION,NIKON D810,2500.0,35.0,1.4,1/125,1,1.0,2.0,0.0,0.0,1.0,0.0,0.0
16245,16245,_yw6X4R2Pr8,SONY,ILCE-7M2,200.0,16.0,11.0,1/100,1,0.0,0.0,1.0,2.0,1.0,0.0,0.0
16246,16246,9_4_Q-2h_ts,DJI,FC220,100.0,4.7,2.2,1/25,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16247,16247,IHvbODWm4hM,NIKON CORPORATION,NIKON D750,2000.0,68.0,2.8,1/250,0,1.0,2.0,0.0,0.0,1.0,0.0,1.0
16248,16248,ctesnYqBVCw,Canon,Canon EOS 7D,100.0,50.0,2.5,1/160,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0
16249,16249,ZFA5c0loQE8,SONY,ILCE-9,320.0,345.0,5.6,1/400,1,0.0,0.0,1.0,1.0,2.0,1.0,2.0
16250,16250,bG6Kdxbvgg0,Canon,Canon EOS 5D Mark IV,100.0,20.0,4.0,6,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
16251,16251,l_EQejjJVUw,SONY,ILCE-6000,100.0,39.0,5.6,1/125,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0
16252,16252,sEh0rgGtMLc,NIKON CORPORATION,NIKON Z 6,100.0,35.0,11.0,2.5,0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
16253,16253,r2SY2zsBmgM,SONY,ILCE-7M3,800.0,38.0,4.5,1/80,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
16254,16254,gUU2P6KNEAk,FUJIFILM,X-T2,400.0,35.0,1.4,1/500,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
16256,16256,nnKBZTWzlMQ,SONY,ILCE-7M2,2000.0,58.0,2.8,1/200,0,1.0,2.0,0.0,0.0,1.0,0.0,1.0
16258,16258,7ePufqgGXSM,Canon,Canon EOS 1100D,100.0,39.0,5.0,1/60,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
16260,16260,5tauz4uFeDo,FUJIFILM,X-T3,500.0,35.0,2.0,1/60,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
16261,16261,CMstEftd1R4,SONY,ILCE-7M2,100.0,85.0,2.8,1/50,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
16262,16262,-lKZRYYynR4,Canon,Canon EOS 5D Mark II,100.0,50.0,1.8,1/500,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
16263,16263,4YUPfE8sj6g,DJI,FC220,100.0,4.7,2.2,1/50,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16264,16264,s4VRWe7sNPA,NIKON CORPORATION,NIKON D850,40.0,50.0,1.8,1/125,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0
16265,16265,3a_Drc5C2-g,SONY,ILCE-7M3,80.0,85.0,3.5,1/160,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
16266,16266,5ctRCx7ZJJQ,YI TECHNOLOGY,M1,200.0,12.0,3.5,675.6,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16267,16267,4qNm-Yl8eA4,SONY,ILCE-7,160.0,200.0,4.0,1/250,1,0.0,0.0,1.0,1.0,1.0,1.0,2.0
16268,16268,5jR9jcbEGFM,NIKON CORPORATION,NIKON Z 7,100.0,85.0,2.5,1/125,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
16269,16269,WkRKRoBzKZk,NIKON CORPORATION,NIKON D5300,400.0,55.0,5.6,1/800,1,0.0,0.0,1.0,1.0,2.0,0.0,1.0
16270,16270,AmtDxJpEEEg,NIKON CORPORATION,NIKON D850,64.0,35.0,1.4,1/400,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
16272,16272,uU1dQJwLUSQ,NIKON CORPORATION,NIKON D3000,400.0,50.0,2.2,1/40,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0
16273,16273,Jdem_eQTHTQ,FUJIFILM,X-H1,800.0,83.3,6.4,1/250,1,1.0,1.0,1.0,2.0,1.0,0.0,1.0
16274,16274,1ZtiluJGP4c,SONY,ILCE-7M2,640.0,121.0,5.0,1/640,1,1.0,1.0,1.0,1.0,2.0,1.0,2.0
16275,16275,7YfwiR8hpc4,NIKON CORPORATION,NIKON Z 6,100.0,105.0,11.0,1/125,1,0.0,0.0,1.0,2.0,1.0,1.0,2.0
16276,16276,LCanFGd68ns,NIKON CORPORATION,NIKON Z 6,100.0,105.0,7.1,1/200,1,0.0,0.0,1.0,2.0,1.0,1.0,2.0
16277,16277,YIhcg8gVX-Y,Canon,Canon EOS REBEL T5i,100.0,50.0,22.0,1/5,1,0.0,0.0,1.0,2.0,1.0,0.0,1.0
16278,16278,4rfo3BLtOWU,Canon,Canon EOS 6D Mark II,100.0,50.0,1.4,1/2000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
16279,16279,RixnYDT4gAQ,Apple,iPhone X,20.0,4.0,1.8,1/3690,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
16280,16280,nZwzE0Gr0NE,LEICA CAMERA AG,LEICA Q2,200.0,28.0,2.8,1/160,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16281,16281,-xR3CRfkgwI,Canon,Canon EOS 6D,5000.0,28.0,7.1,1/60,0,1.0,2.0,1.0,2.0,1.0,0.0,0.0
16282,16282,IJ16Rn29Rgc,SONY,ILCE-7M3,4000.0,55.0,1.8,1/2000,0,1.0,2.0,0.0,0.0,2.0,0.0,1.0
16283,16283,5rKktyxlN6o,NIKON CORPORATION,NIKON D7100,100.0,50.0,3.5,1/160,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
16284,16284,HlY0e1K5zQ4,Canon,Canon EOS 6D Mark II,100.0,70.0,2.8,1/100,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
16285,16285,T2r9oWS-NDQ,SONY,ILCE-6000,500.0,55.0,5.6,1/160,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
16286,16286,fJQamCZIZf8,Apple,iPhone XR,100.0,60.0,9.0,1/80,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
