,Unnamed: 0,photo_id,exif_camera_make,exif_camera_model,exif_iso,exif_focal_length,exif_aperture_value,exif_exposure_time,orientation,iso_noise_bin_label,iso_noise_label,DoF_bin,DoF,exposure_label,focal_label_bin,focal_label
17898,17898,OCZG6ny9FYE,Canon,Canon EOS 6D,100.0,100.0,2.0,1/1000,0,0.0,0.0,0.0,0.0,2.0,1.0,2.0
17900,17900,njhPkg0Oe5M,Canon,Canon EOS M10,100.0,45.0,7.1,1/320,0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
17909,17909,hvkcofV0bvw,NIKON CORPORATION,NIKON D5300,200.0,35.0,7.1,1/250,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
17910,17910,1tt5IEO2sQg,NIKON CORPORATION,NIKON D810,320.0,24.0,4.0,1/400,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
17911,17911,099M7jfu7CY,Canon,Canon EOS 80D,100.0,32.0,1.8,1/500,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
17913,17913,xkxtDdrl5oE,NIKON CORPORATION,NIKON Z 7,800.0,1000.0,8.0,1/640,0,1.0,1.0,1.0,2.0,2.0,1.0,2.0
17914,17914,7IoD4CqPvHU,Canon,Canon EOS 6D,500.0,24.0,2.8,1/125,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
17916,17916,h2SxqfKMo7g,Apple,iPhone XS,40.0,6.0,2.4,1/122,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17917,17917,k7zD_S9mIHk,Canon,Canon EOS 5D Mark IV,1600.0,35.0,14.0,1/125,0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
17921,17921,Ngr_aJSMfPk,DJI,FC1102,114.0,4.5,2.6,1/30,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17924,17924,bw-YKfQx8Bw,SONY,ILCE-7,80.0,85.0,1.8,1/1000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
17925,17925,fc7-lm0uOak,Canon,Canon EOS 5D Mark II,400.0,24.0,2.8,1/1000,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
17926,17926,f__rIaUyDPc,SONY,ILCE-7RM2,100.0,69.0,5.6,1/200,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
17927,17927,Gw3PAoznOEs,NIKON CORPORATION,NIKON D80,250.0,44.0,5.0,1/100,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
17928,17928,xZX3pXjQQSw,Canon,Canon EOS REBEL T3i,200.0,50.0,3.2,1/320,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
17931,17931,NxhnRkhKIrc,SONY,ILCE-7M3,800.0,75.0,2.8,1/500,0,1.0,1.0,0.0,0.0,2.0,0.0,1.0
17932,17932,TWZCzdXplms,Canon,Canon EOS 5D Mark IV,200.0,30.0,10.0,1/200,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
17935,17935,QkOTUu1Y0ow,NIKON CORPORATION,NIKON Z 6,100.0,70.0,7.1,1/640,0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
17936,17936,dn5Zpa6LUK0,SONY,ILCE-7M3,200.0,200.0,4.5,1/1600,0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
17938,17938,iwgGAFe1drw,NIKON CORPORATION,NIKON D500,100.0,38.0,4.5,1/250,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
17939,17939,oGx_CSK4FBg,Canon,Canon EOS 80D,100.0,35.0,1.4,1/4000,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
17942,17942,yAFu8l8FtdM,Canon,Canon EOS 6D Mark II,200.0,35.0,2.0,1/80,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17944,17944,h83M8F34mjA,Canon,Canon EOS 5D Mark II,200.0,75.0,2.8,1/400,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
17948,17948,eYX4m0EcNEs,SONY,ILCE-6300,100.0,50.0,1.8,1/800,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
17950,17950,EstXYcZHt_o,Canon,Canon EOS Rebel T7i,100.0,18.0,6.3,1/125,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
17955,17955,WDj1x88Zc3E,Canon,Canon EOS 6D,100.0,16.0,9.5,1/180,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
17957,17957,xhyD6ivCaNY,Canon,Canon EOS 5D Mark IV,125.0,70.0,2.8,1/125,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
17958,17958,dEU77aX9lS0,OLYMPUS CORPORATION,TG-5,100.0,8.4,4.5,1/200,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
17959,17959,-XCYeubXHiM,Panasonic,DC-GX9,200.0,43.0,1.8,1/200,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
17961,17961,gasB30pgsg0,Canon,Canon EOS 80D,160.0,35.0,1.4,1/400,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
17962,17962,SE5ThMvJHkM,NIKON CORPORATION,NIKON Z 6,800.0,50.0,1.8,10,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
17963,17963,BBCAi4vyn00,SONY,ILCE-7M3,400.0,75.0,2.8,1/400,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
17964,17964,rs0zFRBpF34,SONY,ILCE-7RM2,400.0,32.0,4.0,1/200,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
17965,17965,Rx51u2hx55w,Canon,Canon EOS 5D Mark IV,100.0,50.0,2.0,1/125,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
17967,17967,_6XeSN_WRn0,SONY,ILCE-7M3,640.0,50.0,1.8,1/1600,0,1.0,1.0,0.0,0.0,2.0,0.0,1.0
17968,17968,6XNyAfdR4VE,FUJIFILM,X-T2,400.0,35.0,1.8,1/7000,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
17969,17969,RKN5sU44-go,SONY,DSLR-A550,400.0,105.0,4.0,1/160,0,0.0,0.0,0.0,1.0,1.0,1.0,2.0
17972,17972,X3E3T2JVqc0,SONY,ILCE-7M3,400.0,28.0,4.0,1/3200,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
17975,17975,lylytYIVMnI,SONY,ILCE-7M3,50.0,85.0,1.8,1/200,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
17982,17982,O-C_nzkE2JU,SONY,ILCE-7M3,400.0,16.0,4.0,1/125,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
17984,17984,HEYJY7l8QVI,FUJIFILM,X-T2,400.0,23.0,4.0,1/400,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
17985,17985,Bgv7QBQ9rz4,Canon,Canon EOS 5D Mark IV,100.0,50.0,9.0,1/160,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
17991,17991,PLyZ2XqzOTY,SONY,ILCE-7RM2,100.0,75.0,8.0,1/1250,0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
17992,17992,RZ6HOs0vERo,SONY,ILCE-7M3,400.0,45.0,2.8,1/400,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
17996,17996,xqhRnkf8fB0,SONY,ILCE-7RM2,100.0,35.0,1.6,1/640,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
17998,17998,PfYVc3vQfI0,NIKON CORPORATION,NIKON D7100,125.0,50.0,1.8,1/500,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
17999,17999,_VzCIgYt_j0,Canon,Canon EOS 5D Mark III,200.0,106.0,8.0,1/180,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
18000,18000,KGgoSn-YUGg,NIKON CORPORATION,NIKON Z 7,100.0,85.0,1.8,1/200,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
18003,18003,HgwtxNem7mY,Canon,Canon EOS 5D Mark IV,250.0,50.0,1.4,1/640,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
18005,18005,3qTwxAtTc04,NIKON CORPORATION,NIKON Df,100.0,28.0,2.8,1/500,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18006,18006,UXdmKdx-_j0,NIKON CORPORATION,NIKON D850,900.0,35.0,1.4,1/125,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
18007,18007,sFPxZsn8cwU,Canon,Canon EOS 6D,640.0,50.0,2.5,1/200,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
18015,18015,jG4xhAmz-uQ,SONY,ILCE-7M3,200.0,28.0,2.8,1/800,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18017,18017,pQLapQCw7Ps,Canon,Canon EOS 70D,125.0,50.0,1.4,1/800,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
18018,18018,kbTrG8fpL88,Canon,Canon EOS 6D Mark ll,100.0,50.0,4.0,1/100,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
18019,18019,qVpaJzeaW1k,NIKON CORPORATION,NIKON D850,200.0,31.0,2.8,1/400,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18021,18021,cVjHWQ4J8sg,Canon,Canon EOS 5D Mark III,100.0,135.0,3.5,1/750,0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
18022,18022,O1Y6oFmfJcI,Canon,Canon EOS R,100.0,182.0,2.8,1/1000,0,0.0,0.0,0.0,0.0,2.0,1.0,2.0
18024,18024,cLWOLtGsETo,Canon,Canon EOS 5D Mark III,100.0,50.0,2.5,1/800,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
18027,18027,Ys04CxhjmOw,FUJIFILM,X100T,6400.0,23.0,2.0,1/800,0,1.0,2.0,0.0,0.0,2.0,0.0,0.0
18029,18029,vLpEyFYxO6w,FUJIFILM,X-T2,200.0,35.0,9.0,1/80,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
18031,18031,4EjacWPPkaM,Canon,Canon EOS RP,320.0,63.0,2.8,1/640,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
18033,18033,lkzSOWs-IN4,Hasselblad,L1D-20c,100.0,10.3,2.8,1/1600,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18034,18034,nIk_QNc2K4w,DJI,FC220,100.0,4.7,2.2,1/200,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18035,18035,bCEkeexlYzk,SONY,ILCE-7M3,160.0,35.0,2.8,1/160,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18036,18036,5agvfKqNjSU,Apple,iPhone XS,25.0,4.2,1.8,1/1700,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18037,18037,AffbZBFfGPI,Canon,Canon EOS R,100.0,85.0,1.4,1/2000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
18038,18038,eLdD5PoGhTA,Canon,Canon EOS M50,500.0,85.0,2.8,1/500,0,1.0,1.0,0.0,0.0,2.0,0.0,1.0
18039,18039,sZ0VRWtSS3E,Canon,Canon EOS 6D,1600.0,135.0,5.6,1/800,0,1.0,1.0,0.0,1.0,2.0,1.0,2.0
18040,18040,JuO5gpQA0mg,Panasonic,DMC-G7,200.0,22.0,10.0,1/500,0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
18041,18041,Iw5UkZqsH-c,Canon,Canon EOS 5D Mark IV,100.0,300.0,4.0,1/400,0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
18042,18042,boXCJlRbw5g,Canon,Canon EOS Rebel T6i,400.0,18.0,3.5,1/1250,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
18048,18048,dVYGdp34BTU,NIKON CORPORATION,NIKON D610,800.0,105.0,8.0,1/160,0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
18049,18049,c8k5eRMV8ls,Canon,Canon EOS 6D,200.0,135.0,11.0,1/1600,0,0.0,0.0,1.0,2.0,2.0,1.0,2.0
18050,18050,dM317CbttyY,FUJIFILM,X100S,250.0,23.0,3.2,1/500,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
18051,18051,l-eO8EasdMI,SONY,ILCE-7M3,125.0,28.0,2.5,1/1250,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18053,18053,KQv97RQhtho,Canon,Canon EOS 5D Mark IV,800.0,106.0,4.5,1.3,0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
18054,18054,jurZ5GqS-AI,SONY,ILCE-7RM2,1250.0,15.0,4.0,1/320,0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
18055,18055,F3lmKPkDiGw,Canon,Canon EOS M10,100.0,31.0,7.1,1/500,0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
18056,18056,ZwYTaMsWCA0,Canon,EOS 80D,400.0,135.0,5.6,1/160,0,0.0,0.0,0.0,1.0,1.0,1.0,2.0
18058,18058,BN55CoYG1Ck,NIKON CORPORATION,NIKON D850,500.0,35.0,1.4,1/1600,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
18059,18059,oCq-efwCWDo,NIKON CORPORATION,NIKON D850,200.0,35.0,1.6,1/8000,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18060,18060,wDFCHXs04Og,SONY,ILCE-7R,1250.0,50.0,1.8,1/500,0,1.0,1.0,0.0,0.0,2.0,0.0,1.0
18061,18061,bEeenB1oQas,Hasselblad,L1D-20c,1600.0,10.3,2.8,1/4,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
18063,18063,xOZBw4opOg8,Canon,Canon EOS 5D Mark IV,2000.0,16.0,2.8,25,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
18064,18064,9EiQ5BepZhQ,SONY,ILCE-7M3,640.0,35.0,3.2,1/400,0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
18065,18065,ygk6IFQIHkk,Canon,Canon EOS 5D Mark IV,200.0,30.0,2.8,1/500,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18066,18066,i1Znvi_bVSY,Canon,Canon EOS 5D Mark IV,320.0,50.0,1.4,1/400,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
18068,18068,Ga27HHbTkCE,SONY,ILCE-7M3,320.0,35.0,1.4,1/1250,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18069,18069,kHtvihHtIGA,GoPro,HERO7 Black,114.0,3.0,2.8,1/950,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18070,18070,-rpFMhKnnSc,Panasonic,DMC-G7,200.0,42.0,5.6,1/125,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
18073,18073,SPkeQX_hFkA,SONY,ILCE-6500,100.0,34.0,2.8,1/1000,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18074,18074,4AqVwLE4nfo,SONY,ILCE-7M2,16000.0,47.0,3.5,1/6400,0,1.0,2.0,0.0,1.0,2.0,0.0,1.0
18075,18075,ZaHEHgRGqcY,Canon,Canon EOS 100D,1600.0,225.0,16.0,1/40,0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
18076,18076,5c6QYLKAltI,Canon,Canon EOS Rebel T7i,125.0,100.0,2.8,1/160,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
18078,18078,Ty7NWf2y8lI,Canon,Canon EOS 6D,500.0,35.0,3.5,1/200,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
18079,18079,8v6QE7KSRkU,Canon,Canon EOS 750D,100.0,105.0,4.0,1/400,0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
18080,18080,TnwjmAA7ubc,Canon,Canon EOS 5D Mark III,200.0,17.0,4.0,1/125,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
18081,18081,KbHFKxgjiCY,NIKON CORPORATION,NIKON D850,3600.0,35.0,1.6,1/125,0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
18082,18082,qdOnyPgRzVs,DJI,FC220,200.0,4.7,2.2,1/4000,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18084,18084,dA9JRioCSBc,FUJIFILM,X100F,400.0,23.0,5.6,1/900,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
18085,18085,8Jax6JiCsCo,SONY,ILCE-7M2,160.0,85.0,1.7,1/1000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
18086,18086,PxaikXoyX54,NIKON CORPORATION,NIKON D850,125.0,50.0,1.4,1/100,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
18087,18087,DYm6tSSGjGM,Canon,Canon EOS 5D Mark III,2000.0,50.0,1.4,1/250,0,1.0,2.0,0.0,0.0,1.0,0.0,1.0
18088,18088,Ksd5S_1weXM,Canon,Canon EOS 5D Mark III,100.0,35.0,2.0,1/800,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18090,18090,vbwwmtY6KzU,Canon,Canon EOS 5D Mark III,800.0,78.0,27.0,1/60,0,1.0,1.0,1.0,2.0,1.0,0.0,1.0
18091,18091,jaersFA55-E,Apple,iPhone XS,25.0,4.2,1.8,1/250,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18092,18092,o_raXRpXiW8,NIKON CORPORATION,NIKON D610,100.0,35.0,1.8,1/2500,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18093,18093,pr7LeXUsrKA,NIKON CORPORATION,NIKON D7000,100.0,50.0,4.5,1/1600,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
18097,18097,gPJKI8zvGEE,Canon,Canon EOS RP,250.0,50.0,13.0,1/160,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
18098,18098,H4Cu_p_V6b8,SONY,ILCE-7RM2,200.0,85.0,1.8,1/125,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
18099,18099,CKzs8kOg-F4,Canon,Canon EOS 6D Mark II,400.0,35.0,4.5,1/500,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
18100,18100,kTR12NF73_U,Canon,Canon EOS 5D Mark II,320.0,50.0,1.8,1/6400,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
18102,18102,hoqzEftcdG4,Canon,Canon EOS 5D Mark III,100.0,17.0,4.0,1/4000,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
18103,18103,azI_KfAnC8E,Canon,Canon EOS 6D,200.0,70.0,4.0,1/4000,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
18104,18104,Xg-9j13Ftag,Canon,Canon EOS 5D Mark IV,800.0,50.0,1.4,1/500,0,1.0,1.0,0.0,0.0,2.0,0.0,1.0
18105,18105,mQcg0JvGa8k,Canon,Canon EOS 6D Mark II,100.0,50.0,2.8,1/2500,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
18108,18108,HUmttbWvIzc,Panasonic,DMC-GH4,200.0,50.0,1.8,1/1250,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
18110,18110,HvRLQ2nD-wg,Canon,Canon EOS 5D Mark III,640.0,58.0,8.0,1/320,0,1.0,1.0,1.0,2.0,2.0,0.0,1.0
18111,18111,uVAvF7EG2UQ,Canon,Canon EOS 6D,250.0,300.0,7.1,1/1600,0,0.0,0.0,1.0,2.0,2.0,1.0,2.0
18113,18113,Loji1ZbTm-M,NIKON CORPORATION,NIKON D7200,400.0,55.0,4.5,1/400,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
18114,18114,xEvwhhxlJHA,Canon,Canon EOS R,3200.0,800.0,11.0,1/1600,0,1.0,2.0,1.0,2.0,2.0,1.0,2.0
18115,18115,p9jnac0OtS0,Apple,iPhone 8 Plus,20.0,6.6,2.8,1/1150,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18117,18117,S6DSXlLeijI,Canon,Canon EOS 4000D,200.0,35.0,2.8,1/100,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18122,18122,kuGFt0iJusE,Canon,Canon EOS-1D X Mark II,100.0,14.0,2.8,1/1000,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18123,18123,cp-2ip_Yr3Y,NIKON CORPORATION,NIKON D3200,800.0,50.0,2.2,1/250,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
18124,18124,QQAjgp2bM-U,DJI,FC220,100.0,4.7,2.2,1/1100,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18125,18125,7V3v_y5cuxA,Canon,Canon EOS 5D Mark IV,200.0,400.0,6.3,1/200,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
18126,18126,tbOXXj3DG7E,NIKON CORPORATION,NIKON D800,200.0,50.0,2.8,1/1250,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
18128,18128,24aojHM66-s,SONY,ILCE-6300,125.0,14.0,7.1,1/500,0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
18129,18129,CLMlVwtPsI4,SONY,ILCE-7M3,125.0,35.0,1.4,1/8000,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18131,18131,lzMwvo-tUwU,Canon,Canon EOS 6D,250.0,135.0,6.3,1/250,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
18133,18133,ehsAbwSdS94,NIKON CORPORATION,NIKON D7100,125.0,50.0,2.8,1/200,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
18135,18135,AbfO2iCuJYs,Canon,Canon EOS R,100.0,50.0,5.0,1/1600,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
18137,18137,z5HmUBqsCE0,Canon,Canon EOS 7D,200.0,50.0,7.1,1/200,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
18139,18139,k6Z5LttRTN0,Canon,Canon EOS 650D,400.0,50.0,3.2,1/60,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
18141,18141,sZgQPq_Bz6o,Canon,Canon EOS 5D Mark II,400.0,35.0,9.0,1/250,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
18142,18142,G0Ot7IsL-_I,Canon,Canon EOS 70D,100.0,26.0,1.8,1/4000,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18144,18144,90EBOzpKNPQ,Canon,Canon EOS 5D Mark III,100.0,17.0,5.0,1/50,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
18146,18146,Smgs6JSViwI,DJI,FC2103,100.0,4.5,2.8,1/160,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18148,18148,VOG9q8Kz4XA,SONY,ILCE-6500,100.0,66.0,4.0,1/125,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
18149,18149,Ok48cN7arSU,FUJIFILM,X-T20,2000.0,35.0,1.4,1/60,0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
18151,18151,vCwGgv9YlNA,FUJIFILM,X100F,1000.0,23.0,8.0,1/125,0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
18157,18157,dL09wmeZGaI,NIKON CORPORATION,NIKON D810,640.0,50.0,5.0,1/640,0,1.0,1.0,0.0,1.0,2.0,0.0,1.0
18160,18160,PdDgLeYM6tk,DJI,FC220,100.0,4.7,2.2,1/6,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18161,18161,rcRzUKWTdKI,Panasonic,DC-GX9,200.0,43.0,2.2,1/2000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
18162,18162,TcopxPxpeqY,Canon,Canon EOS 5D Mark III,100.0,50.0,8.0,1/320,0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
18163,18163,SOOSddC_xLo,Canon,Canon EOS 5D Mark IV,640.0,85.0,1.8,1/400,0,1.0,1.0,0.0,0.0,2.0,0.0,1.0
18165,18165,3m_Bw26L4XE,NIKON CORPORATION,NIKON Z 6,2000.0,50.0,1.8,2,0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
18167,18167,jKiu7sPW7SE,SONY,ILCE-9,1250.0,560.0,8.0,1/1000,0,1.0,1.0,1.0,2.0,2.0,1.0,2.0
18168,18168,ktwf6kExFAw,FUJIFILM,X-Pro2,250.0,56.0,3.7,1/125,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
18169,18169,UpTNL9qXJfg,SONY,DSC-RX100M6,2000.0,27.4,4.0,1/80,0,1.0,2.0,0.0,1.0,1.0,0.0,0.0
18173,18173,CfXpoPvGm18,SONY,ILCE-6000,125.0,35.0,1.8,1/2500,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18177,18177,pg5CVv0FEBU,Canon,Canon EOS 1100D,200.0,40.0,6.3,1/125,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
18178,18178,GVqbCtDXY6A,Canon,Canon EOS 6D Mark II,100.0,50.0,1.4,1/2500,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
18180,18180,TLLjBr_8thQ,SONY,ILCE-7M3,6400.0,24.0,2.8,1/60,0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
18182,18182,v8rpiJbY2RY,Google,Pixel 2 XL,44.0,4.5,1.8,1/2300,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18183,18183,ZdONCKuFCIQ,NIKON CORPORATION,NIKON D5600,640.0,90.0,5.6,1/160,0,1.0,1.0,0.0,1.0,1.0,1.0,2.0
18185,18185,_DSZnAKnsdw,Hasselblad,L1D-20c,800.0,10.3,4.5,1/500,0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
18186,18186,vuYdnIDse0U,SONY,ILCE-6600,800.0,35.0,1.8,1/800,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
18189,18189,47urRDhCphA,NIKON CORPORATION,NIKON D3200,200.0,40.0,3.0,1/800,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
18194,18194,QUf2s1TUme0,NIKON CORPORATION,NIKON D7500,100.0,23.0,2.0,1/400,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18197,18197,UNwQLVLLBtc,FUJIFILM,X100F,400.0,23.0,2.0,1/125,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18198,18198,w7SG9_qA7hg,NIKON CORPORATION,NIKON Z 7,100.0,85.0,2.2,1/1600,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
18199,18199,QQ9aVFVnb_Y,Canon,Canon EOS 6D Mark II,1000.0,105.0,4.5,1/2000,0,1.0,1.0,0.0,1.0,2.0,1.0,2.0
18200,18200,A40lD_mDgVo,FUJIFILM,X-E2,200.0,35.0,1.8,1/1600,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18201,18201,5TBHn1e4IbA,NIKON CORPORATION,NIKON Z 7,100.0,85.0,7.1,1/250,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
18202,18202,z6A_uGtY51M,SONY,ILCE-7M3,800.0,70.0,4.0,1/160,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
18203,18203,nogKB_VmJkw,Canon,Canon EOS 1100D,200.0,55.0,8.0,1/160,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
18207,18207,jjrFZYBpl0U,NIKON CORPORATION,NIKON Z 6,400.0,58.0,11.0,1/160,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
18210,18210,xI5z0rEHMtM,Canon,Canon EOS Rebel T7i,100.0,18.0,4.5,1/200,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
18215,18215,0X7ZSnfjtrs,Canon,Canon EOS 77D,1600.0,35.0,4.0,1/640,0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
18219,18219,8riEnnzCy4M,DJI,FC7203,100.0,4.5,2.8,1/800,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18220,18220,ZpsnZxwhCVU,SONY,ILCE-7RM3,5000.0,35.0,16.0,1/125,0,1.0,2.0,1.0,2.0,1.0,0.0,0.0
18221,18221,o7vQxMeVepo,Google,Pixel 3,85.0,4.4,1.8,1/40,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
