photo_id,exif_camera_make,exif_camera_model,exif_iso,exif_focal_length,exif_aperture_value,exif_exposure_time,orientation,iso_noise_bin_label,iso_noise_label,DoF_bin,DoF,exposure_label,focal_label_bin,focal_label
CqoSqqHhsuI,NIKON CORPORATION,NIKON D800,100,50,1.4,1/5000,1,0,0,0,0,2,0,1
R-3vY4S0ksU,FUJIFILM,X-T10,200,55,8,1/400,1,0,0,1,2,2,0,1
FtOQH6aFDCo,NIKON CORPORATION,NIKON D5100,100,29,4.5,1/320,1,0,0,1,1,2,0,0
pI2BcDA6Hsw,Canon,Canon EOS M,400,21,4,1/4000,1,0,0,1,1,2,0,0
RvV6qccrbkA,Apple,iPhone,,,,,1,,,,,,,
8OU9YceYtJY,NIKON CORPORATION,NIKON D5200,2000,30,1.4,1/60,1,1,2,0,0,1,0,0
-RghPLU4wAw,Apple,iPhone 6s Plus,25,4.2,2.2,1/1479,1,0,0,0,0,2,0,0
_Pf7qLg057k,SONY,ILCE-7,500,24,16,1/160,1,1,1,1,2,1,0,0
7zA8AT0Rp24,Canon,Canon EOS 600D,100,37,3.5,1/800,1,0,0,0,1,2,0,1
OOo1c_jJ0Fk,,,,,,,1,,,,,,,
NjpmEtVr6i4,Canon,Canon EOS 5D Mark II,100,200,11,1/1000,1,0,0,1,2,2,1,2
JE5g2ZZG9qA,NIKON CORPORATION,NIKON D4S,100,50,1.8,1/4000,1,0,0,0,0,2,0,1
3DTA3qEYQYw,Canon,Canon EOS DIGITAL REBEL XTi,100,50,4,1/1000,1,0,0,1,1,2,0,1
ny_5l4QKBnE,Canon,Canon EOS REBEL T3i,800,155,4.5,1/4000,1,1,1,1,1,2,1,2
sk7ASzGEsaE,NIKON CORPORATION,NIKON D810,31,35,22,10,1,0,0,1,2,0,0,0
Z9DnCWFV1YM,Canon,Canon EOS REBEL T5i,400,114,5.6,1/160,1,0,0,1,1,1,1,2
ZTkcfldXhz0,NIKON CORPORATION,NIKON D7000,100,50,2.8,1/400,0,0,0,0,0,2,0,1
9j-cpV3dStU,NIKON CORPORATION,NIKON D7000,100,36,14,1/320,1,0,0,1,2,2,0,1
G8qVZEiyCJU,,,,,,,1,,,,,,,
r6Pueuplv-8,SONY,ILCE-7M2,100,54,5,1/80,1,0,0,1,1,1,0,1
ENkQJj-7orc,,,,,,,1,,,,,,,
Giv9o4wEbVg,Canon,Canon EOS 60D,100,50,2.5,1/1600,1,0,0,0,0,2,0,1
KznfRCHrdos,NIKON CORPORATION,NIKON D800E,400,24,5,1/4000,1,0,0,1,1,2,0,0
YcUKpclPhoc,Canon,Canon EOS REBEL SL1,100,40,2.8,1/1250,1,0,0,0,0,2,0,1
jsbxW_U6dCc,NIKON CORPORATION,NIKON D7000,100,23,2.8,1/500,1,0,0,0,0,2,0,0
ZlJ70xq0pO8,Canon,Canon EOS 6D,1000,70,6.3,1/6,1,1,1,1,2,1,0,1
unmA0TJr3r0,Canon,Canon PowerShot G7 X,125,26.1,4,1/100,1,0,0,1,1,1,0,0
1xetOxStk_Y,Canon,Canon EOS REBEL T3i,800,400,10,1/800,1,1,1,1,2,2,1,2
g-KH52m2P7g,NIKON CORPORATION,NIKON D3100,100,300,5.6,1/320,1,0,0,1,1,2,1,2
hcks1gMxUd4,Canon,Canon EOS 6D,3200,,,25,1,1,2,,,0,,
H_4YZp8wqmc,SONY,ILCE-6300,800,,,1/1250,1,1,1,,,2,,
OMFbId_Bjjw,Canon,Canon EOS 60D,100,55,11,1/320,1,0,0,1,2,2,0,1
nsxHZZUALvM,Panasonic,DMC-GH3,200,14,5.6,1/100,1,0,0,1,1,1,0,0
EGX_aMjrsbs,Canon,Canon EOS 6D,400,105,4,1/4000,1,0,0,1,1,2,1,2
ZHmvek0kJW8,NIKON CORPORATION,NIKON D7000,100,35,9,1/320,1,0,0,1,2,2,0,0
XCL4bRfnD0k,LEICA CAMERA AG,LEICA Q (Typ 116),100,28,5.6,1/1000,1,0,0,1,1,2,0,0
Tn09il6Doe4,Canon,Canon EOS 5D Mark II,400,370,6.3,1/400,1,0,0,1,2,2,1,2
iXI5PsrxA-k,LGE,Nexus 5,128,4,2.4,1/121,1,0,0,0,0,1,0,0
7rrgPPljqYU,Canon,Canon EOS 5D Mark II,500,45,4,1/6000,1,1,1,1,1,2,0,1
UzO4kgBMCv4,Canon,Canon EOS 70D,1000,0,,1/125,1,1,1,,,1,,
DkjPhDCCYvU,Canon,Canon EOS 6D,500,24,4,1/20,0,1,1,1,1,1,0,0
Q1js5z4tKLA,Panasonic,DMC-GF2,100,14,8,1/500,1,0,0,1,2,2,0,0
L231l5xoV08,Canon,Canon EOS 6D,320,50,2,1/200,1,0,0,0,0,1,0,1
t6kr9bbHaVg,LGE,Nexus 5,100,4,2.4,1/276,0,0,0,0,0,2,0,0
4UfCRXv_tGM,Canon,Canon EOS 600D,100,50,1.8,1/2000,1,0,0,0,0,2,0,1
YkYSChy5RU4,NIKON CORPORATION,NIKON D5100,250,105,5.6,1/1000,1,0,0,1,1,2,1,2
7KHYZ4eqSIw,Canon,Canon EOS 60D,1250,18,3.5,41,1,1,1,0,1,0,0,0
9KaQdNT_mrc,NIKON CORPORATION,NIKON D4S,320,35,2.2,1/200,1,0,0,0,0,1,0,0
P36KI_ws3vs,FUJIFILM,X-T1,200,49.4,4.7,1/500,1,0,0,1,1,2,0,1
M8spMIQcg24,Canon,Canon EOS 450D,400,22,11,1/400,1,0,0,1,2,2,0,0
kjERLXaHjXc,,,,,,,1,,,,,,,
rR5WwO06VIM,NIKON CORPORATION,NIKON D60,200,35,4,1/60,1,0,0,1,1,1,0,0
rPE1qDdoVVI,NIKON CORPORATION,NIKON D4S,100,50,3.5,1/60,1,0,0,0,1,1,0,1
aQc61CdLhvc,"RICOH IMAGING COMPANY, LTD.",PENTAX K-S2,200,137.5,8,1/500,1,0,0,1,2,2,1,2
e3dY8laAQtA,SONY,ILCE-7M2,10000,37,8,1/160,0,1,2,1,2,1,0,1
FV-lFw49Rn0,Apple,iPhone 3GS,64,3.9,2.8,1/1057,1,0,0,0,0,2,0,0
1qIsv86S79E,NIKON CORPORATION,NIKON D7100,200,105,6.3,1/640,1,0,0,1,2,2,1,2
W341a11Rt1g,Canon,Canon EOS REBEL T3i,400,400,5.6,1/1000,1,0,0,1,1,2,1,2
bSNJ6R5Qrt4,,,,,,,1,,,,,,,
4QWR5geRC9I,SONY,NEX-5R,200,16,3.5,1/100,1,0,0,0,1,1,0,0
DjjL9s9MzVg,Canon,Canon EOS 70D,100,50,2.5,1/400,1,0,0,0,0,2,0,1
AEOLWK3-Q94,NIKON CORPORATION,NIKON D750,100,20,5,20,1,0,0,1,1,0,0,0
I8eMPkbcHfs,NIKON CORPORATION,NIKON D3100,200,18,8,1/320,1,0,0,1,2,2,0,0
8eFbe3jQZ7Y,Canon,Canon EOS 500D,200,50,4.5,1/4000,1,0,0,1,1,2,0,1
5UaE_ztguGU,Canon,Canon EOS 700D,100,300,8,1/500,1,0,0,1,2,2,1,2
rQtip_2cQYc,NIKON CORPORATION,NIKON D7000,400,300,5.6,1/1250,1,0,0,1,1,2,1,2
-KNNQqX9rqY,Canon,Canon EOS 5D Mark III,640,280,5.6,1/500,1,1,1,1,1,2,1,2
G3EMue5dLO0,Apple,iPhone,,,,,0,,,,,,,
bQl2kRQyUE8,,,,,,,1,,,,,,,
xy2oRrisYm0,Canon,Canon PowerShot G7 X,200,36.8,2.8,1/1000,1,0,0,0,0,2,0,1
yCoCVp6I4nE,Canon,Canon PowerShot G3 X,125,62.6,5.6,1/1000,1,0,0,1,1,2,0,1
7AkM67Y4tbw,NIKON CORPORATION,NIKON D750,400,500,6.3,1/500,0,0,0,1,2,2,1,2
01Qqkfz-ck8,Canon,Canon EOS REBEL T5,400,18,5.6,1/250,1,0,0,1,1,1,0,0
AVglEOUTpuM,SONY,ILCE-7M2,100,28,2,1/320,1,0,0,0,0,2,0,0
_qRCklHI5WI,Panasonic,DMC-GM1,640,12,3.5,15,1,1,1,0,1,0,0,0
LJ23kmdFjbw,,,,,,,1,,,,,,,
UAdLm2mRFCk,SONY,DSC-RX10M2,100,44.5,3.2,1/200,0,0,0,0,1,1,0,1
9i-ofj0let0,Canon,Canon EOS 5D Mark III,125,50,1.8,1/100,1,0,0,0,0,1,0,1
r0J9sGBWFOc,Canon,Canon PowerShot G3 X,125,220,5.6,1/500,1,0,0,1,1,2,1,2
lOn96ZZZrQ4,Canon,Canon EOS 550D,200,50,2.8,1/500,1,0,0,0,0,2,0,1
SqhcwFqVlyI,,,,,,,1,,,,,,,
y3goGHCPylY,Canon,Canon PowerShot G3 X,800,31.7,5,1/640,1,1,1,1,1,2,0,0
epcsn8Ed8kY,NIKON CORPORATION,NIKON D4S,100,50,3.5,1/80,0,0,0,0,1,1,0,1
bmb5A0b3VlA,NIKON CORPORATION,NIKON D90,200,42,11,1/100,1,0,0,1,2,1,0,1
0-dy5lOmnMs,NIKON CORPORATION,NIKON D3200,100,50,2,1/200,1,0,0,0,0,1,0,1
8i-LoPR-Jmc,,,,,,,1,,,,,,,
0CA620eIwvc,NIKON CORPORATION,NIKON D300,400,35,3.5,1/4000,0,0,0,0,1,2,0,0
hqnlAZeUnhI,FUJIFILM,X100S,200,23,5.6,1/120,1,0,0,1,1,1,0,0
dtSKdnEovx8,Canon,Canon EOS REBEL T3,100,18,10,1/100,1,0,0,1,2,1,0,0
zVGOBNC3pj4,Canon,Canon EOS 7D,640,50,1.8,1/100,1,1,1,0,0,1,0,1
cl4sIocoUxw,DJI,FC330,400,3.6,2.8,1/3200,1,0,0,0,0,2,0,0
o4oA0hA35QA,,,,,,,1,,,,,,,
m7OyjmA8H5w,Canon,Canon EOS 5D Mark II,1600,85,1.8,1/1600,1,1,1,0,0,2,0,1
yI4tKsdB-JQ,NIKON CORPORATION,NIKON D750,100,50,13,1/640,1,0,0,1,2,2,0,1
dwKZyTMTr7o,,,,,,,1,,,,,,,
jl2T_E4tUyo,,,,,,,0,,,,,,,
SvZA2yMyTQg,OLYMPUS IMAGING CORP.,TG-850,125,3.7,3.5,1/640,1,0,0,0,1,2,0,0
deHOEUf7X4M,NIKON CORPORATION,NIKON D4S,320,50,3.5,1/50,0,0,0,0,1,1,0,1
xls6uaTIhaI,Canon,Canon EOS 6D,100,70,8,1/125,1,0,0,1,2,1,0,1
5ot0U869sZo,NIKON CORPORATION,NIKON D3200,200,35,1.8,1/125,0,0,0,0,0,1,0,0
n2UrEEa4yA8,DJI,FC220,100,4.7,2.2,1/132,1,0,0,0,0,1,0,0
kAiFcKbZFk0,Canon,Canon EOS REBEL T4i,100,116,5,1/2500,1,0,0,1,1,2,1,2
b3YPoXpvp4M,Panasonic,DMC-LX100,200,34,7.1,1/250,1,0,0,1,2,1,0,0
ALLMFFPBhCY,Canon,Canon EOS 1200D,100,50,5,1/200,1,0,0,1,1,1,0,1
Nwwp27CunIY,"FUJI PHOTO FILM CO., LTD.",SP-3000,,,,,1,,,,,,,
V4qjYCac7y8,Canon,Canon EOS 5D Mark III,100,200,5,1/400,1,0,0,1,1,2,1,2
zciUmoL1GKo,,,,,,,1,,,,,,,
IC26UebB0yQ,SONY,ILCE-7M2,800,24,2.8,1/200,1,1,1,0,0,1,0,0
9HOPU4ZRJi0,Canon,Canon EOS 80D,100,29,6.3,1/100,1,0,0,1,2,1,0,0
qxvGlwPabSY,Canon,Canon PowerShot G3 X,125,46,6.3,1/1250,1,0,0,1,2,2,0,1
E3XUdw2ohd4,Canon,Canon EOS 60D,400,400,8,1/400,1,0,0,1,2,2,1,2
EFRCyoKToLQ,NIKON CORPORATION,NIKON D3100,800,38,6.3,1/60,1,1,1,1,2,1,0,1
uFWmQgG4emE,NIKON CORPORATION,NIKON D90,100,18,22,1/30,1,0,0,1,2,1,0,0
l8tstdkzKTU,NIKON CORPORATION,NIKON D5100,100,24,6.3,1/125,0,0,0,1,2,1,0,0
c-NFJc86CSc,Apple,iPhone 7 Plus,20,6.6,2.8,1/1368,1,0,0,0,0,2,0,0
nf7gK0PpS0A,NIKON CORPORATION,NIKON D5500,200,18,11,1/750,1,0,0,1,2,2,0,0
hXXRLtTxXCU,NIKON CORPORATION,NIKON D7200,100,62,14,1/200,1,0,0,1,2,1,0,1
uZxT3njDQYc,,,,,,,1,,,,,,,
ajfr5xpQOrc,Canon,Canon EOS 60D,100,70,9,1/500,1,0,0,1,2,2,0,1
MgzKmcTFUg0,Canon,Canon EOS 5D Mark III,400,55,4,1/160,1,0,0,1,1,1,0,1
jFe7cVwN9EI,Canon,Canon PowerShot G7 X,125,33.6,4,1/640,1,0,0,1,1,2,0,0
ndwJFLXFsN4,Canon,Canon EOS 5D Mark II,400,50,5,30,1,0,0,1,1,0,0,1
-G397vLPmsk,SONY,ILCE-7M2,1250,28,5,1/60,1,1,1,1,1,1,0,0
CaIuhk9STrU,,,,,,,1,,,,,,,
2_Ip8Tfi8jM,Canon,Canon EOS 20D,100,200,5.6,1/500,1,0,0,1,1,2,1,2
XQzktFXCBvs,Canon,Canon EOS 600D,100,24,4,1/500,0,0,0,1,1,2,0,0
pvnF1k21qak,NIKON CORPORATION,NIKON D7000,200,35,2.5,1/400,1,0,0,0,0,2,0,0
Irk9KPCWZoY,SONY,ILCE-7M2,100,30,9,1/400,1,0,0,1,2,2,0,0
ccBjJELcYLs,Canon,Canon EOS 5D Mark III,500,24,4,1/80,0,1,1,1,1,1,0,0
v3UZKbMaTGk,Apple,iPhone 5s,32,4.2,2.2,1/151,1,0,0,0,0,1,0,0
J_Q_cOe2GOY,OLYMPUS CORPORATION,E-M1MarkII,200,75,1.8,1/8000,0,0,0,0,0,2,0,1
5wG4lIPrvJY,Canon,Canon EOS 6D,100,105,4,1/4000,0,0,0,1,1,2,1,2
xG74huvY134,NIKON CORPORATION,NIKON D4S,500,200,2.8,1/8000,0,1,1,0,0,2,1,2
5vTSgAHqQoU,SONY,ILCE-6300,160,55,3.5,1/2000,1,0,0,0,1,2,0,1
8rrW22vsWqk,OLYMPUS IMAGING CORP.,E-510,100,150,6.3,1/250,1,0,0,1,2,1,1,2
XU5lNez5TEs,Canon,Canon EOS 600D,3200,50,7.1,1/320,0,1,2,1,2,2,0,1
wUSoHXq3v4g,FUJIFILM,X70,200,18.5,8,1/340,1,0,0,1,2,2,0,0
BfMbxUu0EGE,FUJIFILM,X-T1,200,56,4,1/2700,1,0,0,1,1,2,0,1
wjG-OALMLAs,NIKON CORPORATION,NIKON D7000,100,50,6.3,1/250,1,0,0,1,2,1,0,1
vleprUp1Gqw,NIKON CORPORATION,NIKON D750,100,200,2.8,1/1000,1,0,0,0,0,2,1,2
-aU22Nb4cZ4,Canon,Canon EOS 450D,100,50,1.4,1/4000,1,0,0,0,0,2,0,1
HvCtRFpxK8s,,,,,,,0,,,,,,,
F_1D4oLxBtM,,,,,,,1,,,,,,,
nI4OwVnz0dw,NIKON CORPORATION,NIKON D3S,200,280,5,1/800,1,0,0,1,1,2,1,2
79RWZWAeqUU,Canon,Canon EOS 6D,400,50,8,1/4000,1,0,0,1,2,2,0,1
vmqim3PbzMc,Canon,Canon EOS 80D,1250,40,4,1/8000,1,1,1,1,1,2,0,1
PUY5xUszd3Y,Canon,Canon EOS 5D Mark II,100,85,2,1/640,1,0,0,0,0,2,0,1
E-4r-nuN0PE,NIKON CORPORATION,NIKON D810,64,24,11,30,1,0,0,1,2,0,0,0
zshyCr6HGw0,FUJIFILM,X100S,800,23,9,1/950,1,1,1,1,2,2,0,0
CqgbxNGsf6Y,Panasonic,DMC-G85,200,0,,1/1300,1,0,0,,,2,,
0ufo_AhJ2jU,Canon,Canon EOS 60D,100,50,,1/2000,0,0,0,,,2,0,1
JiWVJ5-vR44,OLYMPUS CORPORATION,E-M10MarkII,100,45,1.8,1/1250,1,0,0,0,0,2,0,1
EP_OHkgn1JI,Canon,Canon EOS REBEL T3,125,48,5.6,1/80,1,0,0,1,1,1,0,1
aSzX2uvAxlQ,Canon,Canon EOS 5D Mark III,100,35,8,1/125,1,0,0,1,2,1,0,0
Kw-S5Jt2lHU,DJI,FC330,100,3.6,2.8,1/160,1,0,0,0,0,1,0,0
JVNr8XQLiJ8,Panasonic,DC-GH5,200,25,1.2,1/2000,1,0,0,0,0,2,0,0
skF1azpN4rk,NIKON CORPORATION,NIKON D4S,100,50,2.8,1/1600,0,0,0,0,0,2,0,1
Ow-joAY8NyY,NIKON CORPORATION,NIKON D5200,100,50,2.8,1/1600,1,0,0,0,0,2,0,1
pR84nadNubs,SONY,NEX-5N,100,49,5,1/80,1,0,0,1,1,1,0,1
S3U2Y0NTYRo,NIKON CORPORATION,NIKON D700,450,85,1.4,1/8000,1,0,0,0,0,2,0,1
HRfzGjfJmKs,Canon,Canon EOS REBEL SL1,100,110,4.5,1/500,1,0,0,1,1,2,1,2
T13id_Kvefg,FUJIFILM,X-A2,200,35,1,1/1200,1,0,0,0,0,2,0,0
ygTnhAS4fds,Canon,Canon EOS REBEL T3i,200,250,5.6,1/160,1,0,0,1,1,1,1,2
NPst2baOUC8,Canon,Canon EOS 70D,400,75,2.8,1/2000,1,0,0,0,0,2,0,1
AUSFatpksyY,Canon,Canon EOS 7D Mark II,400,50,8,1/1250,1,0,0,1,2,2,0,1
vV7dgoL94Ig,Canon,Canon EOS 600D,100,10,3.5,1/2000,1,0,0,0,1,2,0,0
RdLw6AuTH6Y,FUJIFILM,X-T10,800,23,2.8,1/500,1,1,1,0,0,2,0,0
oB4dbisMHYk,Canon,Canon EOS 5D Mark III,200,24,4,1/320,1,0,0,1,1,2,0,0
klkC0NkxR0M,Canon,Canon EOS 5DS,1000,27,2.8,1/40,1,1,1,0,0,1,0,0
ML4nlbQR1tc,Canon,Canon EOS-1D X Mark II,2000,70,11,1/640,1,1,2,1,2,2,0,1
rEHuLF3jWjQ,SONY,ILCE-6500,4000,,,1/4000,1,1,2,,,2,,
nKugM0i-rr8,NIKON CORPORATION,NIKON D5100,640,48,5.6,1/640,1,1,1,1,1,2,0,1
oUQ4Q0JXWWo,Canon,Canon EOS-1D X Mark II,800,102,3.5,1/1250,0,1,1,0,1,2,1,2
Rp9jdsxgTlc,NIKON CORPORATION,NIKON D60,100,170,5.6,1/640,1,0,0,1,1,2,1,2
XvQNHn_alRA,Canon,Canon EOS 6D,100,50,1.4,1/160,1,0,0,0,0,1,0,1
dLKZWv4PWjo,NIKON CORPORATION,NIKON D7200,1600,50,2.8,13,0,1,1,0,0,0,0,1
RDuy3-ztfWM,,,,,,,1,,,,,,,
pLEwAGZiqAU,FUJIFILM,X100T,200,23,2,1/50,1,0,0,0,0,1,0,0
PexhZ5-3Gb0,,,,,,,1,,,,,,,
XHDtPRj535A,Canon,Canon EOS 70D,100,18,8,1/200,1,0,0,1,2,1,0,0
yKGJrfmQAd4,NIKON CORPORATION,NIKON D7000,250,50,4,1/100,1,0,0,1,1,1,0,1
NVMF-cAHxCg,SONY,ILCE-7,100,17,16,30,1,0,0,1,2,0,0,0
8mY3XGmmTUo,Canon,Canon EOS 5D Mark IV,800,16,2.8,15,1,1,1,0,0,0,0,0
5GKdpmo0wI8,FUJIFILM,X-T2,200,56,2.8,1/40,1,0,0,0,0,1,0,1
6eCBRY8x3WM,NIKON CORPORATION,NIKON D3300,200,50,4,1/1250,1,0,0,1,1,2,0,1
n4RJtjHhb9A,Canon,Canon EOS REBEL T3,100,124,5,1/20,0,0,0,1,1,1,1,2
KkBaC9hT-54,NIKON CORPORATION,NIKON D3300,100,18,22,25,1,0,0,1,2,0,0,0
sSuxFPPBLUk,NIKON CORPORATION,NIKON D5200,100,18,5,1/80,0,0,0,1,1,1,0,0
_RQ-4GOd9rg,Canon,Canon EOS 600D,800,33,16,1/640,1,1,1,1,2,2,0,0
pxr5wubtX8Y,Panasonic,DMC-FZ300,100,24.8,4,1/1600,0,0,0,1,1,2,0,0
VVd-2Ch7x_g,Canon,Canon EOS 70D,100,50,8,1/400,1,0,0,1,2,2,0,1
cz-E5Y1oPdc,Canon,Canon EOS 5D Mark III,400,105,4,1/2000,1,0,0,1,1,2,1,2
3Lazy6QQR6c,NIKON CORPORATION,NIKON D750,800,390,7.1,1/250,1,1,1,1,2,1,1,2
HhsROCtI76I,DJI,FC220,138,4.7,2.2,1/25,1,0,0,0,0,1,0,0
eQu4HfK53lk,Canon,Canon EOS 80D,400,50,10,1/100,1,0,0,1,2,1,0,1
Prly9i1ja8o,Canon,Canon EOS Rebel T6,100,37,4.5,1/640,1,0,0,1,1,2,0,1
Ae2WpHjXXcc,,,,,,,1,,,,,,,
ZWPerNlqUu0,OLYMPUS CORPORATION,PEN-F,500,17,6.3,1/2500,1,1,1,1,2,2,0,0
c7MF9zd0M3s,Canon,Canon EOS 60D,100,50,2,1/400,1,0,0,0,0,2,0,1
bQgB1S92vj8,Canon,Canon EOS 6D,100,50,1.4,1/800,1,0,0,0,0,2,0,1
euDwebrFAWk,,,,,,,1,,,,,,,
SheStKq2Fv4,SONY,ILCE-6500,800,34,8,1/250,1,1,1,1,2,1,0,0
EM2qDcsiRj0,Canon,Canon EOS REBEL T2i,800,200,6.3,1/500,1,1,1,1,2,2,1,2
9KpQrPEy8P8,Canon,Canon EOS 6D Mark II,320,85,1.8,1/320,1,0,0,0,0,2,0,1
R5rVLQZ8hG8,NIKON CORPORATION,NIKON D5500,100,70,4,1/500,1,0,0,1,1,2,0,1
tlqC2G8GBGI,DJI,FC220,184,4.7,2.2,1/100,0,0,0,0,0,1,0,0
TMCWVfWKsxY,Canon,Canon EOS 6D,100,135,7.1,1/400,1,0,0,1,2,2,1,2
NCb50hjk-pQ,,,,,,,1,,,,,,,
oDLui_B3IPk,,,,,,,1,,,,,,,
SVS0VIUopIw,NIKON CORPORATION,NIKON D600,5000,14,3.2,30,0,1,2,0,1,0,0,0
AfGUx4-QVp4,Canon,Canon EOS M5,100,18,3.5,1/1250,1,0,0,0,1,2,0,0
pcPu1xUanrM,,,,,,,1,,,,,,,
W5XTTLpk1-I,Apple,iPhone 6 Plus,50,4.2,2.2,1/100,0,0,0,0,0,1,0,0
whdCZWBFfeo,NIKON CORPORATION,NIKON D3400,1600,18,3.5,30,1,1,1,0,1,0,0,0
fikcvtc8OWc,Canon,Canon EOS REBEL T3i,100,35,5,1/200,1,0,0,1,1,1,0,0
CJ4zdJZBQMY,Canon,Canon EOS 5D Mark II,100,50,1.8,1/800,0,0,0,0,0,2,0,1
R6CDKCt0Qys,NIKON CORPORATION,NIKON D750,100,500,5.6,1/800,1,0,0,1,1,2,1,2
-IRA80xFg4c,Canon,Canon EOS 70D,3200,53,5,1/125,0,1,2,1,1,1,0,1
hFU3FJfVycM,SONY,ILCE-7R,640,,,10,1,1,1,,,0,,
JdG3mtvcWhU,Canon,Canon EOS 550D,100,50,5.6,1/5,1,0,0,1,1,1,0,1
bvDmypprVCs,OLYMPUS IMAGING CORP.,E-M5,200,28,9,1/200,0,0,0,1,2,1,0,0
yho1aq2aqwc,NORITSU KOKI,QSS-32_33,,,,,1,,,,,,,
63EhFafADqI,Canon,Canon EOS 7D,640,47,2.8,1/200,1,1,1,0,0,1,0,1
UrSfqbv4TBM,,,,,,,0,,,,,,,
XqaGEEXKLok,DJI,FC330,281,,2.8,1/25,1,0,0,0,0,1,,
KvvRd4F7pPM,Canon,Canon EOS 70D,125,75,8,1/180,1,0,0,1,2,1,0,1
KZv7w34tluA,,,,,,,0,,,,,,,
ycG0A6DlvOk,SONY,ILCE-6300,160,35,5,1/60,1,0,0,1,1,1,0,0
1UF27kmDDg0,SONY,ILCE-7M2,3200,24,,20,0,1,2,,,0,0,0
aB1eo90Bgfc,Canon,Canon EOS 70D,100,29,13,17,1,0,0,1,2,0,0,0
GFat9M9btmk,NIKON CORPORATION,NIKON D7200,100,45,22,6,1,0,0,1,2,0,0,1
JkWOwVc0d2E,Canon,Canon EOS 5D Mark II,640,80,4.5,1/200,0,1,1,1,1,1,0,1
vESk46kcm9g,NIKON CORPORATION,NIKON D800E,2000,24,3.2,1/80,1,1,2,0,1,1,0,0
ccTuLk6nNO8,NIKON CORPORATION,NIKON D750,1600,20,1.8,15,0,1,1,0,0,0,0,0
F1Av_fpLCxY,FUJIFILM,X-T2,250,23,3.6,1/150,1,0,0,1,1,1,0,0
WH13S7ltJSc,Canon,Canon EOS 600D,100,36,5.6,1/60,1,0,0,1,1,1,0,1
8uJ8w9pL-y8,NIKON CORPORATION,NIKON D300,800,400,5.6,1/800,1,1,1,1,1,2,1,2
DfB7vqqIfLY,NIKON CORPORATION,NIKON D750,4000,50,1.4,3,1,1,2,0,0,0,0,1
jelajNtCToo,NIKON CORPORATION,NIKON D90,200,66,11,1/2000,1,0,0,1,2,2,0,1
aDIXIp1UFeU,,,,,,,1,,,,,,,
qxHrCndBq5s,Canon,Canon EOS 70D,200,50,8,1/180,0,0,0,1,2,1,0,1
BXCZi9smw78,NIKON CORPORATION,NIKON D3100,450,22,3.8,1/15,0,0,0,1,1,1,0,0
SAIYaICERqo,DJI,FC300S,100,3.6,2.8,1/60,1,0,0,0,0,1,0,0
9R3EoFuL584,NIKON CORPORATION,NIKON D90,200,24,6.3,1/20,1,0,0,1,2,1,0,0
wQImoykAwGs,Canon,Canon EOS 7D,2000,50,2.5,1/8000,0,1,2,0,0,2,0,1
-BSvBlnCvUU,NIKON CORPORATION,NIKON D300,400,60,2.8,1/4000,1,0,0,0,0,2,0,1
uLhkYjOLA8M,NIKON CORPORATION,NIKON D4S,100,50,3.5,1/3200,1,0,0,0,1,2,0,1
4xksiOFUU10,Canon,Canon EOS 5D Mark III,320,70,7.1,1/640,1,0,0,1,2,2,0,1
O1wM1M3VYW4,Canon,Canon EOS 600D,100,32,4.5,1/50,1,0,0,1,1,1,0,0
0K9H0yts_tE,Canon,Canon EOS 700D,400,50,5,1/60,1,0,0,1,1,1,0,1
QpIayO5KIRE,SONY,ILCE-6300,800,,,1/500,0,1,1,,,2,,
8HcQPjn-Qcw,Apple,iPhone 7,100,4,1.8,1/5,0,0,0,0,0,1,0,0
zrT1tjnxJKQ,Canon,Canon EOS 5D Mark IV,100,70,2.8,1/1600,1,0,0,0,0,2,0,1
QFiBqIr_YTo,Canon,Canon EOS REBEL T5i,1600,300,5.6,1/4000,1,1,1,1,1,2,1,2
DapP9j2DJMQ,NIKON CORPORATION,NIKON D610,80,35,2.5,1/3200,1,0,0,0,0,2,0,0
pGCwAAk04BU,Canon,Canon EOS 400D DIGITAL,400,18,3.5,20,1,0,0,0,1,0,0,0
XoZW9Ge8u_4,Canon,Canon EOS 5D Mark IV,100,35,1.4,1/125,0,0,0,0,0,1,0,0
CKoBHPy9tmo,FUJIFILM,X-T1,400,10,10,1/2000,1,0,0,1,2,2,0,0
uwcBQUhVgXU,SONY,ILCE-7,200,134,6.3,1/8,1,0,0,1,2,1,1,2
EKtrV8n4QFU,NIKON CORPORATION,NIKON D500,800,500,5.6,1/2500,1,1,1,1,1,2,1,2
sWkkIiTJMYc,FUJIFILM,X-T2,400,35,2.5,1/320,1,0,0,0,0,2,0,0
4B785DeHG-s,NIKON CORPORATION,NIKON D750,640,90,3.5,1/200,1,1,1,0,1,1,1,2
FBZB7cMZpTI,Canon,Canon EOS 5D Mark IV,100,19,22,1/5,0,0,0,1,2,1,0,0
BeyPCfMj3ts,Canon,Canon EOS 7D Mark II,3200,,,1/200,1,1,2,,,1,,
40WlaJG8UhE,Canon,Canon EOS Rebel T6i,400,17,4,1/125,0,0,0,1,1,1,0,0
HzWy2qNulc8,NIKON CORPORATION,NIKON D810,2000,24,1.4,25,1,1,2,0,0,0,0,0
Kelbg6sI6GE,Canon,Canon EOS 80D,800,70,4,1/1000,0,1,1,1,1,2,0,1
